Sample.DateTime	Year	Month	Day	Hour	Minute	People	Notes.Dissolved.Oxygen	Source.Dissolved.Oxygen	Dissolved.Oxygen.Sensor.Issue	0m	0.1m	0.5m	0.5	1m	1.5m	2m	2.5m	3m	3.5m	4m	4.5m	5m	5.5m	6m	6.5m	7m	7.5m	8m	8.5m	9m	9.5m	10m	10.5m	11m	11.5m	12m	12.5m	13m	13.5m	14m	14.5m	15m	15.5m	16m	16.5m	17m	17.5m	18m	18.5m	19m	19.5m	20m	20.5m	21m	21.5m	22m	22.5m	23m	23.5m	24m	24.5m	25m	Bottom.Epi.m	Top.Hypo.m	DO.Span.mg.L	DO.Diff.mg.L	s.DO.Diff.mg.L	Epi.Length.m	Epi.Span.mg.L	Epi.Mean.DO.mg.L	Epi.sd.DO.mg.L	Epi.Slope.m.mg.L	Epi.Intercept.m	Epi.R2.adj	Meta.Length.m	Meta.Span.mg.L	Meta.Mean.DO.mg.L	Meta.sd.DO.mg.L	Meta.Slope.m.mg.L	Meta.Intercept.m	Meta.R2.adj	Hypo.Length.m	Hypo.Span.mg.L	Hypo.Mean.DO.mg.L	Hypo.sd.DO.mg.L	Hypo.Slope.m.mg.L	Hypo.Intercept.m	Hypo.R2.adj	Bottom.Mixed.m	Is.Mixed	Bottom.Oxic	Top.Anoxic	Is.Lake.Anoxic	Sample.DO.Status
2011-06-18 12:00:00	2011	6	18	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-19 12:00:00	2011	6	19	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	10.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-20 12:00:00	2011	6	20	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-21 12:00:00	2011	6	21	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-22 12:00:00	2011	6	22	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-23 12:00:00	2011	6	23	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	10.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-24 12:00:00	2011	6	24	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	9.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-25 12:00:00	2011	6	25	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-26 12:00:00	2011	6	26	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-27 00:00:00	2011	6	27	0	0	NTL-LTER Basecrew	NA	NTL-LTER: 1995-2020 Basecrew manual profiles, dt1 in EDI package ID knb-lter-ntl.29.29	FALSE	9.3	NA	NA	NA	9.3	NA	9.1	NA	9.3	NA	9.2	NA	9.1	NA	9.2	NA	9.1	NA	9.4	9.3	9.2	9.1	7.3	6.6	6	4.6	4.3	4.1	4.3	NA	4	NA	3.4	NA	2.1	NA	0.3	NA	0.2	NA	0.1	NA	0.1	NA	0.1	NA	0.2	NA	0.2	NA	0.2	0.2	NA	9.75	11.25	9.3	7.44166666666667	1.94917231851695	9.75	0.300000000000001	9.21666666666667	0.102985730108888	212.272727272718	-1961.69696969688	-0.0755705108595901	1.5	1.3	6.63333333333333	0.650640709864771	0.769230769230766	-15.6025641025641	0.996062992125984	13.75	4.5	1.775	1.94644975960508	2.54655619129871	-22.1763872395552	0.785794755830858	9.75	0	11.25	16.5	TRUE	hypoxic
2011-06-27 12:00:00	2011	6	27	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	9.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-28 12:00:00	2011	6	28	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	9.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-29 00:00:00	2011	6	29	0	0	Beversdorf	NA	MEMO: 2006-2012 McMahon Lab manual profiles, Robin Rohwer QCed	FALSE	10	NA	NA	NA	10.11	NA	10.1	NA	9.3	NA	8.7	NA	8.7	NA	8.61	NA	8.41	NA	8.39	NA	7.79	NA	6.03	NA	4.14	NA	3.65	NA	3.62	NA	3.03	NA	2.745	NA	2.46	NA	1.695	NA	0.93	NA	0.875	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	10.5	9.29	6.6145	1.49536849787751	9.5	2.32	9.011	0.819707942569249	3.886925795053	-39.5250883392226	0.890858399532533	1	NA	NA	NA	NA	NA	NA	14.5	3.32	2.3965	1.25068214720341	2.46103363412633	-21.3978671041838	0.963516363735165	6.5	0	10.5	17.5	TRUE	hypoxic
2011-06-29 12:00:00	2011	6	29	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	10.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-06-30 12:00:00	2011	6	30	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	8.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-01 00:00:00	2011	7	1	0	0	Beversdorf	NA	MEMO: 2006-2012 McMahon Lab manual profiles, Robin Rohwer QCed	FALSE	9.98	NA	NA	NA	9.9	NA	9.71	NA	9.52	NA	9.13	NA	8.96	NA	8.87	NA	8.59	NA	8.33	NA	7.4	NA	7.08	NA	6.73	NA	5.7	NA	5.5	NA	4.25	NA	3.275	NA	2.3	NA	2.275	NA	2.25	NA	2.24	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	14.5	7.75	6.79277777777778	0.719268918957144	8.5	1.65	9.22111111111111	0.587078453966002	4.69851213782303	-47.3255024797704	0.983666265229475	6	3.15	6.11	1.18230283768584	1.62639405204461	-21.4372676579926	0.933229635928086	10.5	1.045	2.42833333333333	0.415555852643982	6.44567219152854	-33.1522406384285	0.359793542943175	6.5	0	13.5	NA	FALSE	oxic
2011-07-01 12:00:00	2011	7	1	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	10.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-02 12:00:00	2011	7	2	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	10.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-03 12:00:00	2011	7	3	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	14.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-04 12:00:00	2011	7	4	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	16.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-05 00:00:00	2011	7	5	0	0	Beversdorf	NA	MEMO: 2006-2012 McMahon Lab manual profiles, Robin Rohwer QCed	FALSE	13.05	NA	NA	NA	13	NA	12.97	NA	13.23	NA	10.85	NA	9.04	NA	8.36	NA	8.19	NA	8	NA	7.53	NA	7.25	NA	6	NA	5.62	NA	4.935	NA	4.25	NA	3.7	NA	3.15	NA	3.15	NA	3.15	NA	3.185	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	14.5	10.08	8.76416666666667	1.72477558926758	5.5	4.19	12.0233333333333	1.71097243305281	1.33384146341463	-18.5372205284553	0.590008354485233	9	4.11	6.68166666666667	1.51773680195217	1.84643791352516	-22.3372826588706	0.9485602293793	10.5	0.55	3.25916666666667	0.217770904086535	15.2505446623094	-67.2040668119099	0.146650165803548	NA	0	12.5	NA	FALSE	oxic
2011-07-05 12:00:00	2011	7	5	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	14.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-06 12:00:00	2011	7	6	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	16.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-07 12:00:00	2011	7	7	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	12.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-08 12:00:00	2011	7	8	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	13.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-09 12:00:00	2011	7	9	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	13.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-10 12:00:00	2011	7	10	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	12.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-11 00:00:00	2011	7	11	0	0	NTL-LTER Basecrew	NA	NTL-LTER: 1995-2020 Basecrew manual profiles, dt1 in EDI package ID knb-lter-ntl.29.29	FALSE	11.5	NA	NA	NA	11.7	NA	11.5	NA	11.5	NA	11.5	NA	11.5	10.8	8.4	5.3	5.2	4.9	5.1	5.1	5.4	5.3	5.3	4.6	3.5	3	1.5	0.9	0.6	NA	0.3	NA	0.2	NA	0.3	NA	0.3	NA	0.3	NA	0.3	NA	0.3	NA	0.3	NA	0.4	NA	0.4	NA	0.6	NA	NA	5.75	11.75	11.5	10.95	0.450172941940847	5.75	0.899999999999999	11.4285714285714	0.287020822207993	11.5359477124184	-134.76797385621	0.259984607575035	6	5.4	5.09166666666667	1.2922554865135	1.85955786736021	-18.2182488079757	0.519098684738569	13.25	1.3	0.478571428571429	0.346806466598772	26.2026726057907	-30.1469933184855	0.128677036614513	5.25	0	8.75	12.25	TRUE	hypoxic
2011-07-11 12:00:00	2011	7	11	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-12 12:00:00	2011	7	12	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	12.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-13 00:00:00	2011	7	13	0	0	Beversdorf	NA	MEMO: 2006-2012 McMahon Lab manual profiles, Robin Rohwer QCed	FALSE	9.56	NA	NA	NA	9.44	NA	9.4	NA	9.3	NA	9.25	NA	8.7	NA	3.74	NA	4.31	NA	3.62	NA	3.55	NA	3.7	NA	2	NA	2.2	NA	2.075	NA	1.95	NA	2.575	NA	3.2	NA	3.35	NA	3.5	NA	3.64	NA	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	10.5	7.61	6.448	0.797960594961375	5.5	0.860000000000001	9.275	0.301976820302487	7.04225352112673	-67.8169014084504	0.717403224037725	5	0.76	3.784	0.303034651483951	11.9047619047619	-53.047619047619	-0.0772078841337249	14.5	1.83	2.827	0.738614318241334	-4.33639947437582	-3.24099868593954	0.880240437989126	4.5	0	5.5	NA	FALSE	hypoxic
2011-07-13 12:00:00	2011	7	13	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	12.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-14 12:00:00	2011	7	14	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-15 12:00:00	2011	7	15	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	11.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
2011-07-16 12:00:00	2011	7	16	12	0	David Buoy	D-Opto sensor	NTL-LTER: 2006-2019 Mendota Buoy .5m sampling, dt2 in EDI package ID knb-lter-ntl.129.31	FALSE	NA	NA	NA	12.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA
