Date	Date in text	division	taxon name	Biomass concentration	genus
Date	Date in text	division	taxa_name	biomass_conc (mg/L)	genus
2000/1/24	2000-01-24	Bacillariophyta	Cyclotella sp1 	0.00121906000	Cyclotella
2000/1/24	2000-01-24	Chrysophyta	Kephyrion  	0.00261060000	Kephyrion
2000/1/24	2000-01-24	Chrysophyta	Uroglena  	0.00232497000	Uroglena
2000/1/24	2000-01-24	Chlorophyta	Schroederia judayi 	0.00520835000	Schroederia
2000/1/24	2000-01-24	Chlorophyta	Monomastix astigmata	0.00028090000	Monomastix
2000/1/24	2000-01-24	Cryptophyta	Cryptomonas erosa 	0.13690000000	Cryptomonas
2000/1/24	2000-01-24	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.18210000000	Rhodomonas
2000/1/24	2000-01-24	Cryptophyta	Cryptomonas rostratiformis 	0.10730000000	Cryptomonas
2000/1/24	2000-01-24	Cyanophyta	Aphanizomenon flos-aquae	0.02037566000	Aphanizomenon
2000/1/24	2000-01-24	Cyanophyta	Aphanocapsa delicatissima 	0.00015348000	Aphanocapsa
2000/1/24	2000-01-24	Cyanophyta	Aphanothece nidulans 	0.00091673000	Aphanothece
2000/1/24	2000-01-24	Cyanophyta	Oscillatoria limnetica 	0.01224499000	Pseudanabaena
2000/1/24	2000-01-24	Cyanophyta	Chroococcaceae	0.00061353000	
2000/1/24	2000-01-24	Cyanophyta	Synechococcus sp1 	0.00294494000	Synechococcus
2000/1/24	2000-01-24	Miscellaneous	Miscellaneous	0.01740400000	
2000/2/28	2000-02-28	Bacillariophyta	Cyclotella sp1 	0.00274288000	Cyclotella
2000/2/28	2000-02-28	Chrysophyta	Uroglena  	0.00051666000	Uroglena
2000/2/28	2000-02-28	Chlorophyta	Chlamydomonas globosa 	0.00051567000	Chlamydomonas
2000/2/28	2000-02-28	Chlorophyta	Chlamydomonas platystigma 	0.00154702000	Chlamydomonas
2000/2/28	2000-02-28	Chlorophyta	Schroederia judayi 	0.00102250000	Schroederia
2000/2/28	2000-02-28	Chlorophyta	Monomastix astigmata	0.00137528000	Monomastix
2000/2/28	2000-02-28	Cryptophyta	Cryptomonas erosa 	0.06650442000	Cryptomonas
2000/2/28	2000-02-28	Cryptophyta	Rhodomonas minuta 	0.02938504000	Rhodomonas
2000/2/28	2000-02-28	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.07836010000	Rhodomonas
2000/2/28	2000-02-28	Cyanophyta	Aphanothece nidulans 	0.00142602000	Aphanothece
2000/2/28	2000-02-28	Cyanophyta	Chroococcaceae	0.00294494000	
2000/2/28	2000-02-28	Cyanophyta	Synechococcus sp1 	0.00441742000	Synechococcus
2000/2/28	2000-02-28	Miscellaneous	Miscellaneous	0.01972453000	
2000/3/13	2000-03-13	Bacillariophyta	Cocconeis placentula 	0.00370373000	Cocconeis
2000/3/13	2000-03-13	Bacillariophyta	Cyclotella sp1 	0.01836521000	Cyclotella
2000/3/13	2000-03-13	Bacillariophyta	Nitzschia acicularis 	0.00119729000	Nitzschia
2000/3/13	2000-03-13	Bacillariophyta	Stephanodiscus niagarae 	0.24330000000	Stephanodiscus
2000/3/13	2000-03-13	Chrysophyta	Chrysococcus minutus 	0.00108775000	Chrysococcus
2000/3/13	2000-03-13	Chrysophyta	Kephyrion  	0.00032230000	Kephyrion
2000/3/13	2000-03-13	Chlorophyta	Chlamydomonas globosa 	0.00141005000	Chlamydomonas
2000/3/13	2000-03-13	Chlorophyta	Chlamydomonas platystigma 	0.00193378000	Chlamydomonas
2000/3/13	2000-03-13	Chlorophyta	Scenedesmus dimorphus 	0.00145126000	Scenedesmus
2000/3/13	2000-03-13	Chlorophyta	Schroederia judayi 	0.00425375000	Schroederia
2000/3/13	2000-03-13	Chlorophyta	Chlorococcaceae	0.00032230000	
2000/3/13	2000-03-13	Chlorophyta	Monomastix astigmata	0.00005993000	Monomastix
2000/3/13	2000-03-13	Cryptophyta	Cryptomonas erosa 	0.10350000000	Cryptomonas
2000/3/13	2000-03-13	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.06902255000	Rhodomonas
2000/3/13	2000-03-13	Cyanophyta	Aphanizomenon flos-aquae	0.06595748000	Aphanizomenon
2000/3/13	2000-03-13	Cyanophyta	Chroococcaceae	0.00245412000	
2000/3/13	2000-03-13	Cyanophyta	Synechococcus sp1 	0.00828265000	Synechococcus
2000/3/13	2000-03-13	Miscellaneous	Miscellaneous	0.00978975000	
2000/3/13	2000-03-13	Bacillariophyta	Nitzschia palea 	0.00242451000	Nitzschia
2000/3/29	2000-03-29	Bacillariophyta	Cyclotella sp1 	0.60070000000	Cyclotella
2000/3/29	2000-03-29	Bacillariophyta	Cyclotella meneghiniana 	0.00634925000	Cyclotella
2000/3/29	2000-03-29	Chrysophyta	Dinobryon sertularia 	0.00347246000	Dinobryon
2000/3/29	2000-03-29	Bacillariophyta	Fragilaria crotonensis 	0.01149396000	Fragilaria
2000/3/29	2000-03-29	Chrysophyta	Mallomonas  	0.00652650000	Mallomonas
2000/3/29	2000-03-29	Chrysophyta	Mallomonas akrokomas 	0.00185909000	Mallomonas
2000/3/29	2000-03-29	Bacillariophyta	Navicula cryptocephala 	0.00862047000	Navicula
2000/3/29	2000-03-29	Bacillariophyta	Nitzschia acicularis 	0.00478915000	Nitzschia
2000/3/29	2000-03-29	Bacillariophyta	Stephanodiscus niagarae 	0.39470000000	Stephanodiscus
2000/3/29	2000-03-29	Chrysophyta	Synura uvella-sphagnicola	0.02610600000	Synura
2000/3/29	2000-03-29	Chrysophyta	Uroglena  	0.00232497000	Uroglena
2000/3/29	2000-03-29	Chrysophyta	Erkenia subaequiciliata 	0.00077351000	Erkenia
2000/3/29	2000-03-29	Chlorophyta	Monoraphidium arcuatum	0.00119824000	Monoraphidium
2000/3/29	2000-03-29	Chlorophyta	Oocystis parva 	0.00241722000	Oocystis
2000/3/29	2000-03-29	Chlorophyta	Pandorina morum 	0.04882628000	Pandorina
2000/3/29	2000-03-29	Chlorophyta	Chlorococcaceae	0.00077351000	
2000/3/29	2000-03-29	Chlorophyta	Scenedesmus quadricauda 	0.00938062000	Scenedesmus
2000/3/29	2000-03-29	Cryptophyta	Cryptomonas erosa 	0.07210857000	Cryptomonas
2000/3/29	2000-03-29	Cryptophyta	Rhodomonas minuta 	0.00271247000	Rhodomonas
2000/3/29	2000-03-29	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.05405555000	Rhodomonas
2000/3/29	2000-03-29	Cyanophyta	Aphanocapsa elachista 	0.00763940000	Aphanocapsa
2000/3/29	2000-03-29	Cyanophyta	Chroococcaceae	0.00392659000	
2000/3/29	2000-03-29	Cyanophyta	Synechocystis  	0.00019338000	Synechocystis
2000/3/29	2000-03-29	Cyanophyta	Synechococcus sp1 	0.00588989000	Synechococcus
2000/3/29	2000-03-29	Pyrrhophyta	Peridinium umbonatum 	0.03668973000	Peridinium
2000/3/29	2000-03-29	Miscellaneous	Miscellaneous	0.01740400000	
2000/3/29	2000-03-29	Bacillariophyta	Nitzschia palea 	0.00383132000	Nitzschia
2000/3/29	2000-03-29	Bacillariophyta	Nitzschia sigmoidea 	0.06160044000	Nitzschia
2000/4/10	2000-04-10	Bacillariophyta	Asterionella formosa 	0.00673795000	Asterionella
2000/4/10	2000-04-10	Bacillariophyta	Cyclotella sp1 	0.10150000000	Cyclotella
2000/4/10	2000-04-10	Chrysophyta	Dinobryon sertularia 	0.00694491000	Dinobryon
2000/4/10	2000-04-10	Chrysophyta	Mallomonas akrokomas 	0.00495757000	Mallomonas
2000/4/10	2000-04-10	Bacillariophyta	Stephanodiscus niagarae 	0.70330000000	Stephanodiscus
2000/4/10	2000-04-10	Bacillariophyta	Stephanodiscus hantzschii 	0.08634982000	Stephanodiscus
2000/4/10	2000-04-10	Chrysophyta	Synura uvella-sphagnicola	0.06321035000	Synura
2000/4/10	2000-04-10	Chrysophyta	Uroglena  	0.04339944000	Uroglena
2000/4/10	2000-04-10	Chrysophyta	Erkenia subaequiciliata 	0.00154702000	Erkenia
2000/4/10	2000-04-10	Chlorophyta	Monoraphidium arcuatum	0.00542234000	Monoraphidium
2000/4/10	2000-04-10	Chlorophyta	Chlamydomonas incerta 	0.02417222000	Chlamydomonas
2000/4/10	2000-04-10	Chlorophyta	Chlamydomonas platystigma 	0.00464107000	Chlamydomonas
2000/4/10	2000-04-10	Chlorophyta	Sphaerocystis schroeteri 	0.01581971000	Sphaerocystis
2000/4/10	2000-04-10	Chlorophyta	Chlorococcaceae	0.00464107000	
2000/4/10	2000-04-10	Cryptophyta	Cryptomonas erosa 	0.38840000000	Cryptomonas
2000/4/10	2000-04-10	Cryptophyta	Rhodomonas minuta 	0.01627479000	Rhodomonas
2000/4/10	2000-04-10	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.13620000000	Rhodomonas
2000/4/10	2000-04-10	Cyanophyta	Aphanizomenon flos-aquae	0.09269225000	Aphanizomenon
2000/4/10	2000-04-10	Cyanophyta	Microcystis aeruginosa 	0.00309404000	Microcystis
2000/4/10	2000-04-10	Cyanophyta	Chroococcaceae	0.00368118000	
2000/4/10	2000-04-10	Cyanophyta	Synechococcus sp1 	0.00490824000	Synechococcus
2000/4/10	2000-04-10	Pyrrhophyta	Gymnodinium sp2 	0.01485141000	Gymnodinium
2000/4/10	2000-04-10	Pyrrhophyta	Gymnodinium sp3 	0.00880084000	Gymnodinium
2000/4/10	2000-04-10	Miscellaneous	Miscellaneous	0.01566360000	
2000/4/25	2000-04-25	Bacillariophyta	Cyclotella sp1 	0.05485753000	Cyclotella
2000/4/25	2000-04-25	Chrysophyta	Dinobryon sertularia 	0.00173623000	Dinobryon
2000/4/25	2000-04-25	Bacillariophyta	Nitzschia acicularis 	0.00143675000	Nitzschia
2000/4/25	2000-04-25	Bacillariophyta	Stephanodiscus niagarae 	0.19740000000	Stephanodiscus
2000/4/25	2000-04-25	Bacillariophyta	Stephanodiscus hantzschii 	0.03392314000	Stephanodiscus
2000/4/25	2000-04-25	Chrysophyta	Uroglena  	0.00619992000	Uroglena
2000/4/25	2000-04-25	Chrysophyta	Erkenia subaequiciliata 	0.00154702000	Erkenia
2000/4/25	2000-04-25	Chlorophyta	Pandorina morum 	0.09726901000	Pandorina
2000/4/25	2000-04-25	Chlorophyta	Schroederia judayi 	0.00038344000	Schroederia
2000/4/25	2000-04-25	Chlorophyta	Monomastix astigmata	0.00014382000	Monomastix
2000/4/25	2000-04-25	Cryptophyta	Cryptomonas erosa 	0.08555850000	Cryptomonas
2000/4/25	2000-04-25	Cryptophyta	Rhodomonas minuta 	0.00610305000	Rhodomonas
2000/4/25	2000-04-25	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.06534134000	Rhodomonas
2000/4/25	2000-04-25	Cryptophyta	Cryptomonas rostratiformis 	0.02146982000	Cryptomonas
2000/4/25	2000-04-25	Cyanophyta	Aphanizomenon flos-aquae	0.03770367000	Aphanizomenon
2000/4/25	2000-04-25	Cyanophyta	Chroococcaceae	0.00196330000	
2000/4/25	2000-04-25	Cyanophyta	Synechocystis  	0.00009669000	Synechocystis
2000/4/25	2000-04-25	Cyanophyta	Synechococcus sp1 	0.00539906000	Synechococcus
2000/4/25	2000-04-25	Pyrrhophyta	Gymnodinium sp3 	0.00110011000	Gymnodinium
2000/4/25	2000-04-25	Miscellaneous	Miscellaneous	0.01508346000	
2000/4/25	2000-04-25	Chlorophyta	Monoraphidium capricornutum	0.00043552000	Monoraphidium
2000/5/10	2000-05-10	Bacillariophyta	Cyclotella sp1 	0.00205716000	Cyclotella
2000/5/10	2000-05-10	Bacillariophyta	Nitzschia acicularis 	0.00263403000	Nitzschia
2000/5/10	2000-05-10	Bacillariophyta	Stephanodiscus hantzschii 	0.01414492000	Stephanodiscus
2000/5/10	2000-05-10	Chrysophyta	Uroglena  	0.00193748000	Uroglena
2000/5/10	2000-05-10	Chrysophyta	Erkenia subaequiciliata 	0.00077351000	Erkenia
2000/5/10	2000-05-10	Chlorophyta	Monoraphidium arcuatum	0.00026143000	Monoraphidium
2000/5/10	2000-05-10	Chlorophyta	Chlamydomonas globosa 	0.00130530000	Chlamydomonas
2000/5/10	2000-05-10	Chlorophyta	Eudorina elegans 	0.00464107000	Eudorina
2000/5/10	2000-05-10	Chlorophyta	Oocystis parva 	0.01638876000	Oocystis
2000/5/10	2000-05-10	Chlorophyta	Pandorina morum 	0.04950470000	Pandorina
2000/5/10	2000-05-10	Chlorophyta	Pediastrum boryanum 	0.00504201000	Pediastrum
2000/5/10	2000-05-10	Chlorophyta	Scenedesmus dimorphus 	0.00116101000	Scenedesmus
2000/5/10	2000-05-10	Chlorophyta	Schroederia judayi 	0.01058286000	Schroederia
2000/5/10	2000-05-10	Chlorophyta	Tetraedron caudatum 	0.00151260000	Tetraedron
2000/5/10	2000-05-10	Chlorophyta	Sphaerocystis schroeteri 	0.07251666000	Sphaerocystis
2000/5/10	2000-05-10	Chlorophyta	Chlorococcaceae	0.00038676000	
2000/5/10	2000-05-10	Chlorophyta	Monomastix astigmata	0.00035955000	Monomastix
2000/5/10	2000-05-10	Chlorophyta	Scenedesmus quadricauda 	0.00435377000	Scenedesmus
2000/5/10	2000-05-10	Cryptophyta	Cryptomonas erosa 	0.03204825000	Cryptomonas
2000/5/10	2000-05-10	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00154998000	Rhodomonas
2000/5/10	2000-05-10	Cryptophyta	Cryptomonas gracilis	0.00268373000	Cryptomonas
2000/5/10	2000-05-10	Cyanophyta	Aphanizomenon flos-aquae	0.22630000000	Aphanizomenon
2000/5/10	2000-05-10	Cyanophyta	Aphanocapsa elachista 	0.00168067000	Aphanocapsa
2000/5/10	2000-05-10	Cyanophyta	Aphanothece nidulans 	0.00091673000	Aphanothece
2000/5/10	2000-05-10	Cyanophyta	Oscillatoria limnetica 	0.00024490000	Pseudanabaena
2000/5/10	2000-05-10	Cyanophyta	Chroococcaceae	0.00417200000	
2000/5/10	2000-05-10	Cyanophyta	Synechococcus sp1 	0.00785318000	Synechococcus
2000/5/10	2000-05-10	Miscellaneous	Miscellaneous	0.01160267000	
2000/5/10	2000-05-10	Chlorophyta	Scenedesmus serratus 	0.00072563000	Scenedesmus
2000/5/10	2000-05-10	Bacillariophyta	Synedra filiformis	0.00363975000	Synedra
2000/5/10	2000-05-10	Bacillariophyta	Aulacoseira ambigua 	0.02267590000	Aulacoseira
2000/5/22	2000-05-22	Bacillariophyta	Achnanthes minutissima 	0.00028735000	Achnanthes
2000/5/22	2000-05-22	Bacillariophyta	Cocconeis placentula 	0.00815498000	Cocconeis
2000/5/22	2000-05-22	Chlorophyta	Chlamydomonas globosa 	0.00165821000	Chlamydomonas
2000/5/22	2000-05-22	Chlorophyta	Chlamydomonas platystigma 	0.00046411000	Chlamydomonas
2000/5/22	2000-05-22	Chlorophyta	Coelastrum astroideum	0.00052212000	Coelastrum
2000/5/22	2000-05-22	Chlorophyta	Schroederia judayi 	0.00553683000	Schroederia
2000/5/22	2000-05-22	Chlorophyta	Sphaerocystis schroeteri 	0.00104424000	Sphaerocystis
2000/5/22	2000-05-22	Cryptophyta	Cryptomonas erosa 	0.01339517000	Cryptomonas
2000/5/22	2000-05-22	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00098085000	Rhodomonas
2000/5/22	2000-05-22	Cyanophyta	Anabaena flos-aquae 	0.00324875000	Anabaena
2000/5/22	2000-05-22	Cyanophyta	Aphanizomenon flos-aquae	0.15080000000	Aphanizomenon
2000/5/22	2000-05-22	Cyanophyta	Aphanothece nidulans 	0.00080672000	Aphanothece
2000/5/22	2000-05-22	Cyanophyta	Coelosphaerium naegelianum 	0.00003264000	Woronichinia
2000/5/22	2000-05-22	Cyanophyta	Oscillatoria limnetica 	0.00117552000	Pseudanabaena
2000/5/22	2000-05-22	Cyanophyta	Microcystis aeruginosa 	0.00065265000	Microcystis
2000/5/22	2000-05-22	Cyanophyta	Chroococcaceae	0.00245412000	
2000/5/22	2000-05-22	Cyanophyta	Synechococcus sp1 	0.00932565000	Synechococcus
2000/5/22	2000-05-22	Pyrrhophyta	Gymnodinium sp3 	0.00176017000	Gymnodinium
2000/5/22	2000-05-22	Miscellaneous	Miscellaneous	0.00986227000	
2000/5/22	2000-05-22	Euglenophyta	Euglenophyta	0.01218280000	Euglenophyte
2000/5/22	2000-05-22	Bacillariophyta	Cyclotella ocellata 	0.00130033000	Cyclotella
2000/6/6	2000-06-06	Bacillariophyta	Cyclotella sp1 	0.00088890000	Cyclotella
2000/6/6	2000-06-06	Bacillariophyta	Cyclotella bodanica 	0.00317463000	Cyclotella
2000/6/6	2000-06-06	Bacillariophyta	Stephanodiscus hantzschii 	0.01735631000	Stephanodiscus
2000/6/6	2000-06-06	Chrysophyta	Uroglena  	0.00154998000	Uroglena
2000/6/6	2000-06-06	Chrysophyta	Erkenia subaequiciliata 	0.00038676000	Erkenia
2000/6/6	2000-06-06	Chlorophyta	Monoraphidium arcuatum	0.00016340000	Monoraphidium
2000/6/6	2000-06-06	Chlorophyta	Oocystis lacustris 	0.00846028000	Oocystis
2000/6/6	2000-06-06	Chlorophyta	Schroederia judayi 	0.00217281000	Schroederia
2000/6/6	2000-06-06	Chlorophyta	Ulothrix  	0.00097960000	Ulothrix
2000/6/6	2000-06-06	Chlorophyta	Sphaerocystis schroeteri 	0.12660000000	Sphaerocystis
2000/6/6	2000-06-06	Chlorophyta	Chlorococcaceae	0.00038676000	
2000/6/6	2000-06-06	Chlorophyta	Monomastix astigmata	0.00007191000	Monomastix
2000/6/6	2000-06-06	Cryptophyta	Cryptomonas erosa 	0.00805118000	Cryptomonas
2000/6/6	2000-06-06	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.02104734000	Rhodomonas
2000/6/6	2000-06-06	Cryptophyta	Cryptomonas rostratiformis 	0.04193325000	Cryptomonas
2000/6/6	2000-06-06	Cyanophyta	Anabaena flos-aquae 	0.01276293000	Anabaena
2000/6/6	2000-06-06	Cyanophyta	Aphanizomenon flos-aquae	0.66260000000	Aphanizomenon
2000/6/6	2000-06-06	Cyanophyta	Aphanothece nidulans 	0.05095482000	Aphanothece
2000/6/6	2000-06-06	Cyanophyta	Oscillatoria limnetica 	0.00061225000	Pseudanabaena
2000/6/6	2000-06-06	Cyanophyta	Phormidium mucicola	0.00097960000	Pseudanabaena
2000/6/6	2000-06-06	Cyanophyta	Microcystis aeruginosa 	0.00097898000	Microcystis
2000/6/6	2000-06-06	Cyanophyta	Chroococcaceae	0.00196330000	
2000/6/6	2000-06-06	Cyanophyta	Synechococcus sp1 	0.00932565000	Synechococcus
2000/6/6	2000-06-06	Miscellaneous	Miscellaneous	0.00986227000	
2000/6/6	2000-06-06	Chlorophyta	Monoraphidium capricornutum	0.00032664000	Monoraphidium
2000/6/6	2000-06-06	Chlorophyta	Scenedesmus serratus 	0.00029025000	Scenedesmus
2000/6/19	2000-06-19	Bacillariophyta	Cyclotella sp1 	0.00081270000	Cyclotella
2000/6/19	2000-06-19	Chlorophyta	Chlamydomonas globosa 	0.00077351000	Chlamydomonas
2000/6/19	2000-06-19	Chlorophyta	Gloeocystis vesiculosa 	0.00154702000	Gloeocystis
2000/6/19	2000-06-19	Chlorophyta	Oocystis parva 	0.00120861000	Oocystis
2000/6/19	2000-06-19	Cryptophyta	Cryptomonas erosa 	0.02281560000	Cryptomonas
2000/6/19	2000-06-19	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00798981000	Rhodomonas
2000/6/19	2000-06-19	Cyanophyta	Anabaena circinalis 	0.01547022000	Anabaena
2000/6/19	2000-06-19	Cyanophyta	Anabaena flos-aquae 	0.15470000000	Anabaena
2000/6/19	2000-06-19	Cyanophyta	Aphanizomenon flos-aquae	4.60300000000	Aphanizomenon
2000/6/19	2000-06-19	Cyanophyta	Aphanothece nidulans 	0.18560000000	Aphanothece
2000/6/19	2000-06-19	Cyanophyta	Coelosphaerium naegelianum 	0.00122404000	Woronichinia
2000/6/19	2000-06-19	Cyanophyta	Oscillatoria limnetica 	0.04551869000	Pseudanabaena
2000/6/19	2000-06-19	Cyanophyta	Phormidium mucicola	0.00563269000	Pseudanabaena
2000/6/19	2000-06-19	Cyanophyta	Microcystis aeruginosa 	0.14790000000	Microcystis
2000/6/19	2000-06-19	Cyanophyta	Microcystis aeruginosa 	0.00930026000	Microcystis
2000/6/19	2000-06-19	Cyanophyta	Chroococcaceae	0.00245412000	
2000/6/19	2000-06-19	Cyanophyta	Synechococcus sp1 	0.00687154000	Synechococcus
2000/6/19	2000-06-19	Miscellaneous	Miscellaneous	0.01566360000	
2000/6/19	2000-06-19	Bacillariophyta	Nitzschia palea 	0.00064654000	Nitzschia
2000/7/3	2000-07-03	Bacillariophyta	Cocconeis placentula 	0.00731434000	Cocconeis
2000/7/3	2000-07-03	Bacillariophyta	Cyclotella sp1 	0.00040635000	Cyclotella
2000/7/3	2000-07-03	Bacillariophyta	Nitzschia gracilis 	0.00161634000	Nitzschia
2000/7/3	2000-07-03	Chlorophyta	Chlamydomonas globosa 	0.00130530000	Chlamydomonas
2000/7/3	2000-07-03	Chlorophyta	Schroederia judayi 	0.00672932000	Schroederia
2000/7/3	2000-07-03	Chlorophyta	Sphaerocystis schroeteri 	0.00174040000	Sphaerocystis
2000/7/3	2000-07-03	Cryptophyta	Cryptomonas erosa 	0.00801206000	Cryptomonas
2000/7/3	2000-07-03	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.01083018000	Rhodomonas
2000/7/3	2000-07-03	Cryptophyta	Cryptomonas rostratiformis 	0.05845520000	Cryptomonas
2000/7/3	2000-07-03	Cyanophyta	Anabaena flos-aquae 	0.25790000000	Anabaena
2000/7/3	2000-07-03	Cyanophyta	Aphanizomenon flos-aquae	1.30600000000	Aphanizomenon
2000/7/3	2000-07-03	Cyanophyta	Aphanocapsa delicatissima 	0.00084415000	Aphanocapsa
2000/7/3	2000-07-03	Cyanophyta	Aphanothece nidulans 	0.05833449000	Aphanothece
2000/7/3	2000-07-03	Cyanophyta	Coelosphaerium naegelianum 	0.00816027000	Woronichinia
2000/7/3	2000-07-03	Cyanophyta	Coelosphaerium naegelianum 	0.00016321000	Woronichinia
2000/7/3	2000-07-03	Cyanophyta	Oscillatoria limnetica 	0.01446439000	Pseudanabaena
2000/7/3	2000-07-03	Cyanophyta	Phormidium mucicola	0.00061225000	Pseudanabaena
2000/7/3	2000-07-03	Cyanophyta	Microcystis aeruginosa 	0.09765274000	Microcystis
2000/7/3	2000-07-03	Cyanophyta	Microcystis aeruginosa 	0.00913710000	Microcystis
2000/7/3	2000-07-03	Cyanophyta	Chroococcaceae	0.00294494000	
2000/7/3	2000-07-03	Cyanophyta	Synechococcus sp1 	0.01030730000	Synechococcus
2000/7/3	2000-07-03	Miscellaneous	Miscellaneous	0.00348080000	
2000/7/17	2000-07-17	Bacillariophyta	Aulacoseira granulata	0.34290000000	Aulacoseira
2000/7/17	2000-07-17	Chlorophyta	Schroederia judayi 	0.00191719000	Schroederia
2000/7/17	2000-07-17	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.02911889000	Rhodomonas
2000/7/17	2000-07-17	Cyanophyta	Anabaena flos-aquae 	0.02610600000	Anabaena
2000/7/17	2000-07-17	Cyanophyta	Aphanizomenon flos-aquae	13.93000000000	Aphanizomenon
2000/7/17	2000-07-17	Cyanophyta	Aphanizomenon flos-aquae 	0.16330000000	Aphanizomenon
2000/7/17	2000-07-17	Cyanophyta	Aphanocapsa delicatissima 	0.00129501000	Aphanocapsa
2000/7/17	2000-07-17	Cyanophyta	Coelosphaerium naegelianum 	0.00061202000	Woronichinia
2000/7/17	2000-07-17	Cyanophyta	Oscillatoria limnetica 	0.22390000000	Pseudanabaena
2000/7/17	2000-07-17	Cyanophyta	Phormidium mucicola	0.00306125000	Pseudanabaena
2000/7/17	2000-07-17	Cyanophyta	Microcystis aeruginosa 	0.00611859000	Microcystis
2000/7/17	2000-07-17	Cyanophyta	Microcystis aeruginosa 	0.02936925000	Microcystis
2000/7/17	2000-07-17	Cyanophyta	Chroococcaceae	0.00460147000	
2000/7/17	2000-07-17	Cyanophyta	Synechococcus sp1 	0.00674883000	Synechococcus
2000/7/17	2000-07-17	Miscellaneous	Miscellaneous	0.02719375000	
2000/7/31	2000-07-31	Bacillariophyta	Cyclotella sp1 	0.00012191000	Cyclotella
2000/7/31	2000-07-31	Bacillariophyta	Cyclotella meneghiniana 	0.00658290000	Cyclotella
2000/7/31	2000-07-31	Bacillariophyta	Aulacoseira granulata	0.01567358000	Aulacoseira
2000/7/31	2000-07-31	Chlorophyta	Monoraphidium arcuatum	0.00058823000	Monoraphidium
2000/7/31	2000-07-31	Chlorophyta	Oocystis parva 	0.00139232000	Oocystis
2000/7/31	2000-07-31	Chlorophyta	Scenedesmus dimorphus 	0.00069660000	Scenedesmus
2000/7/31	2000-07-31	Chlorophyta	Sphaerocystis schroeteri 	0.00185643000	Sphaerocystis
2000/7/31	2000-07-31	Chlorophyta	Phacotus lendneri	0.00217793000	Phacotus
2000/7/31	2000-07-31	Cryptophyta	Cryptomonas erosa 	0.00240362000	Cryptomonas
2000/7/31	2000-07-31	Cyanophyta	Aphanizomenon issatschenkoi	0.00784659000	Aphanizomenon
2000/7/31	2000-07-31	Cyanophyta	Aphanocapsa delicatissima 	0.00000691000	Aphanocapsa
2000/7/31	2000-07-31	Cyanophyta	Oscillatoria limnetica 	0.03257166000	Pseudanabaena
2000/7/31	2000-07-31	Cyanophyta	Microcystis aeruginosa 	0.00479698000	Microcystis
2000/7/31	2000-07-31	Cyanophyta	Chroococcaceae	0.00049082000	
2000/7/31	2000-07-31	Cyanophyta	Synechococcus sp1 	0.00049082000	Synechococcus
2000/7/31	2000-07-31	Miscellaneous	Miscellaneous	0.00232053000	
2000/7/31	2000-07-31	Chlorophyta	Monoraphidium capricornutum	0.00006533000	Monoraphidium
2000/7/31	2000-07-31	Chlorophyta	Scenedesmus serratus 	0.00131915000	Scenedesmus
2000/7/31	2000-07-31	Bacillariophyta	Nitzschia palea 	0.00232753000	Nitzschia
2000/7/31	2000-07-31	Bacillariophyta	Aulacoseira ambigua 	0.02468589000	Aulacoseira
2000/8/16	2000-08-16	Bacillariophyta	Cocconeis placentula 	0.00923405000	Cocconeis
2000/8/16	2000-08-16	Bacillariophyta	Cyclotella meneghiniana 	0.00692554000	Cyclotella
2000/8/16	2000-08-16	Chlorophyta	Monoraphidium arcuatum	0.00217862000	Monoraphidium
2000/8/16	2000-08-16	Chlorophyta	Coelastrum  	0.00193378000	Coelastrum
2000/8/16	2000-08-16	Chlorophyta	Schroederia judayi 	0.00063906000	Schroederia
2000/8/16	2000-08-16	Chlorophyta	Selenastrum minutum 	0.00145172000	Selenastrum
2000/8/16	2000-08-16	Chlorophyta	Sphaerocystis schroeteri 	0.00390610000	Sphaerocystis
2000/8/16	2000-08-16	Chlorophyta	Phacotus lendneri	0.03136214000	Phacotus
2000/8/16	2000-08-16	Cryptophyta	Rhodomonas minuta var. nannoplanctica	0.00613029000	Rhodomonas
2000/8/16	2000-08-16	Cyanophyta	Anabaena flos-aquae 	0.17400000000	Anabaena
2000/8/16	2000-08-16	Cyanophyta	Cylindrospermopsis raciborskii 	0.04897994000	Cylindrospermopsis
2000/8/16	2000-08-16	Cyanophyta	Aphanizomenon flos-aquae	0.25080000000	Aphanizomenon
2000/8/16	2000-08-16	Cyanophyta	Aphanizomenon issatschenkoi	0.25730000000	Aphanizomenon
2000/8/16	2000-08-16	Cyanophyta	Aphanocapsa delicatissima 	0.00203364000	Aphanocapsa
2000/8/16	2000-08-16	Cyanophyta	Aphanothece nidulans 	0.02291821000	Aphanothece
