Date	Date in text	division	taxon name	Biomass concentration	genus
Date	Date in text	division	taxa_name	biomass_conc (mg/L)	genus
2012/5/1	2012-05-01	Cyanophyta	Chroococcaceae	0.00054721000	
2012/5/1	2012-05-01	Cyanophyta	Aphanizomenon flos-aquae	0.01130261000	Aphanizomenon
2012/5/1	2012-05-01	Cyanophyta	Microcystis aeruginosa	0.00017028000	Microcystis
2012/5/1	2012-05-01	Cyanophyta	Pseudanabaena	0.00002395000	Pseudanabaena
2012/5/1	2012-05-01	Cyanophyta	Synechococcus sp. 1	0.00102588000	Synechococcus
2012/5/1	2012-05-01	Cyanophyta	Synechocystis	0.00015714000	Synechocystis
2012/5/1	2012-05-01	Cyanophyta	Woronichinia naegeliana	0.00014966000	Woronichinia
2012/5/1	2012-05-01	Miscellaneous		0.00013426000	
2012/5/1	2012-05-01	Pyrrhophyta	Gymnodinium sp. 2	0.00025543000	Gymnodinium
2012/5/1	2012-05-01	Pyrrhophyta	Gymnodinium sp. 3	0.00009578000	Gymnodinium
2012/5/14	2012-05-14	Bacillariophyta	Cyclotella sp. 1	0.00091224000	Cyclotella
2012/5/14	2012-05-14	Bacillariophyta	Stephanodiscus parvus	0.00102627000	Stephanodiscus
2012/5/14	2012-05-14	Chlorophyta	Chlorococcaceae	0.00182447000	
2012/5/14	2012-05-14	Chlorophyta	Chlamydomonas	0.00244027000	Chlamydomonas
2012/5/14	2012-05-14	Chlorophyta	Monomastix astigmata	0.00649970000	Monomastix
2012/5/14	2012-05-14	Chlorophyta	Monoraphidium capricornutum	0.00009450000	Monoraphidium
2012/5/14	2012-05-14	Chlorophyta	Schroederia judayi	0.00124673000	Schroederia
2012/5/14	2012-05-14	Chrysophyta	Chromulina	0.00427612000	Chromulina
2012/5/14	2012-05-14	Chrysophyta	Erkenia subaequiciliata	0.00146363000	Erkenia
2012/5/14	2012-05-14	Cryptophyta	Cryptomonas erosa	0.08194924000	Cryptomonas
2012/5/14	2012-05-14	Cryptophyta	Rhodomonas minuta	0.00121631000	Rhodomonas
2012/5/14	2012-05-14	Cyanophyta	Chroococcaceae	0.00175888000	
2012/5/14	2012-05-14	Cyanophyta	Aphanizomenon flos-aquae	0.01277131000	Aphanizomenon
2012/5/14	2012-05-14	Cyanophyta	Microcystis aeruginosa	0.00060816000	Microcystis
2012/5/14	2012-05-14	Cyanophyta	Synechococcus elongatus	0.00003801000	Synechococcus
2012/5/14	2012-05-14	Cyanophyta	Synechococcus sp. 1	0.00197849000	Synechococcus
2012/5/14	2012-05-14	Cyanophyta	Synechocystis	0.00288630000	Synechocystis
2012/5/14	2012-05-14	Cyanophyta	Synechocystis	0.00020272000	Synechocystis
2012/5/29	2012-05-29	Bacillariophyta	Cyclotella sp. 1	0.00029695000	Cyclotella
2012/5/29	2012-05-29	Bacillariophyta	Stephanodiscus parvus	0.00102627000	Stephanodiscus
2012/5/29	2012-05-29	Chlorophyta	Chlorococcaceae	0.00028824000	
2012/5/29	2012-05-29	Chlorophyta	Chlamydomonas	0.01090597000	Chlamydomonas
2012/5/29	2012-05-29	Chlorophyta	Monomastix astigmata	0.00057015000	Monomastix
2012/5/29	2012-05-29	Chlorophyta	Oocystis lacustris	0.00283807000	Oocystis
2012/5/29	2012-05-29	Chlorophyta	Schroederia judayi	0.00941447000	Schroederia
2012/5/29	2012-05-29	Chlorophyta	Sphaerocystis schroeteri	0.01193509000	Sphaerocystis
2012/5/29	2012-05-29	Chlorophyta	Stichococcus bacillaris	0.00008552000	Stichococcus
2012/5/29	2012-05-29	Chlorophyta	Tetraedron minimum	0.00032667000	Tetraedron
2012/5/29	2012-05-29	Chrysophyta	Chromulina	0.00427612000	Chromulina
2012/5/29	2012-05-29	Cryptophyta	Cryptomonas erosa	0.00438380000	Cryptomonas
2012/5/29	2012-05-29	Cryptophyta	Rhodomonas minuta	0.00057015000	Rhodomonas
2012/5/29	2012-05-29	Cryptophyta	Rhodomonas minuta	0.01114955000	Rhodomonas
2012/5/29	2012-05-29	Cyanophyta	Chroococcaceae	0.00166116000	
2012/5/29	2012-05-29	Cyanophyta	Anabaena mendotae	0.00495639000	Anabaena
2012/5/29	2012-05-29	Cyanophyta	Aphanizomenon flos-aquae	0.01216315000	Aphanizomenon
2012/5/29	2012-05-29	Cyanophyta	Aphanocapsa delicatissima	0.00019005000	Aphanocapsa
2012/5/29	2012-05-29	Cyanophyta	Aphanothece nidulans	0.00179280000	Aphanothece
2012/5/29	2012-05-29	Cyanophyta	Chroococcus minutus	0.00029371000	Chroococcus
2012/5/29	2012-05-29	Cyanophyta	Pseudanabaena	0.00007602000	Pseudanabaena
2012/5/29	2012-05-29	Cyanophyta	Pseudanabaena mucicola	0.00109279000	Pseudanabaena
2012/5/29	2012-05-29	Cyanophyta	Synechococcus elongatus	0.00000950000	Synechococcus
2012/5/29	2012-05-29	Cyanophyta	Synechococcus sp. 1	0.00952606000	Synechococcus
2012/5/29	2012-05-29	Cyanophyta	Synechocystis	0.01094683000	Synechocystis
2012/5/29	2012-05-29	Cyanophyta	Synechocystis	0.00491740000	Synechocystis
2012/6/11	2012-06-11	Chlorophyta	Chlorococcaceae	0.01693338000	
2012/6/11	2012-06-11	Chlorophyta	Chlamydomonas	0.03191317000	Chlamydomonas
2012/6/11	2012-06-11	Chlorophyta	Monomastix astigmata	0.00159642000	Monomastix
2012/6/11	2012-06-11	Chlorophyta	Scenedesmus	0.00029933000	Scenedesmus
2012/6/11	2012-06-11	Chlorophyta	Schroederia judayi	0.01159969000	Schroederia
2012/6/11	2012-06-11	Chlorophyta	Sphaerocystis schroeteri	0.75692184000	Sphaerocystis
2012/6/11	2012-06-11	Chrysophyta	Chromulina	0.01047649000	Chromulina
2012/6/11	2012-06-11	Chrysophyta	Erkenia subaequiciliata	0.00192102000	Erkenia
2012/6/11	2012-06-11	Cryptophyta	Cryptomonas erosa	0.03591931000	Cryptomonas
2012/6/11	2012-06-11	Cryptophyta	Rhodomonas minuta	0.01419034000	Rhodomonas
2012/6/11	2012-06-11	Cyanophyta	Chroococcaceae	0.00769508000	
2012/6/11	2012-06-11	Cyanophyta	Anabaena augstumalis	0.13525172000	Anabaena
2012/6/11	2012-06-11	Cyanophyta	Anabaena mendotae	0.04611862000	Anabaena
2012/6/11	2012-06-11	Cyanophyta	Aphanizomenon flos-aquae	0.02660690000	Aphanizomenon
2012/6/11	2012-06-11	Cyanophyta	Aphanocapsa delicatissima	0.00006652000	Aphanocapsa
2012/6/11	2012-06-11	Cyanophyta	Aphanocapsa incerta	0.00443448000	Aphanocapsa
2012/6/11	2012-06-11	Cyanophyta	Aphanothece nidulans	0.12739379000	Aphanothece
2012/6/11	2012-06-11	Cyanophyta	Microcystis aeruginosa	0.02554262000	Microcystis
2012/6/11	2012-06-11	Cyanophyta	Pseudanabaena	0.00059865000	Pseudanabaena
2012/6/11	2012-06-11	Cyanophyta	Pseudanabaena limnetica	0.00059865000	Pseudanabaena
2012/6/11	2012-06-11	Cyanophyta	Pseudanabaena mucicola	0.00448992000	Pseudanabaena
2012/6/11	2012-06-11	Cyanophyta	Synechococcus elongatus	0.00003326000	Synechococcus
2012/6/11	2012-06-11	Cyanophyta	Synechococcus sp. 1	0.01808119000	Synechococcus
2012/6/11	2012-06-11	Cyanophyta	Synechocystis	0.03689487000	Synechocystis
2012/6/11	2012-06-11	Cyanophyta	Synechocystis	0.00467687000	Synechocystis
2012/6/11	2012-06-11	Cyanophyta	Woronichinia naegeliana	0.02409355000	Woronichinia
2012/6/25	2012-06-25	Chlorophyta	Chlamydomonas	0.01819277000	Chlamydomonas
2012/6/25	2012-06-25	Chlorophyta	Deasonia Gigantica	0.00851421000	Deasonia
2012/6/25	2012-06-25	Chlorophyta	Gloeocystis	0.00494807000	Gloeocystis
2012/6/25	2012-06-25	Chlorophyta	Monomastix astigmata	0.00029933000	Monomastix
2012/6/25	2012-06-25	Chlorophyta	Monoraphidium capricornutum	0.00049614000	Monoraphidium
2012/6/25	2012-06-25	Chlorophyta	Oocystis pusilla	0.00026607000	Oocystis
2012/6/25	2012-06-25	Chlorophyta	Scenedesmus abundans	0.00053214000	Scenedesmus
2012/6/25	2012-06-25	Chlorophyta	Schroederia judayi	0.00302654000	Schroederia
2012/6/25	2012-06-25	Chlorophyta	Sphaerocystis schroeteri	0.00851421000	Sphaerocystis
2012/6/25	2012-06-25	Chrysophyta	Chromulina	0.00561241000	Chromulina
2012/6/25	2012-06-25	Chrysophyta	Erkenia subaequiciliata	0.00096051000	Erkenia
2012/6/25	2012-06-25	Chrysophyta	Uroglena	0.00249440000	Uroglena
2012/6/25	2012-06-25	Cryptophyta	Rhodomonas minuta	0.00212855000	Rhodomonas
2012/6/25	2012-06-25	Cyanophyta	Chroococcaceae	0.02052022000	
2012/6/25	2012-06-25	Cyanophyta	Anabaena mendotae	0.04470024000	Anabaena
2012/6/25	2012-06-25	Cyanophyta	Aphanizomenon flos-aquae	0.56417263000	Aphanizomenon
2012/6/25	2012-06-25	Cyanophyta	Aphanocapsa delicatissima	0.00139687000	Aphanocapsa
2012/6/25	2012-06-25	Cyanophyta	Aphanothece clathrata	0.15797845000	Aphanothece
2012/6/25	2012-06-25	Cyanophyta	Aphanothece nidulans	0.44944046000	Aphanothece
2012/6/25	2012-06-25	Cyanophyta	Microcystis aeruginosa	0.06044992000	Microcystis
2012/6/25	2012-06-25	Cyanophyta	Microcystis aeruginosa	0.00106428000	Microcystis
2012/6/25	2012-06-25	Cyanophyta	Pseudanabaena	0.00349215000	Pseudanabaena
2012/6/25	2012-06-25	Cyanophyta	Pseudanabaena limnetica	0.00673487000	Pseudanabaena
2012/6/25	2012-06-25	Cyanophyta	Pseudanabaena mucicola	0.00399104000	Pseudanabaena
2012/6/25	2012-06-25	Cyanophyta	Synechococcus elongatus	0.00004989000	Synechococcus
2012/6/25	2012-06-25	Cyanophyta	Synechococcus sp. 1	0.01115648000	Synechococcus
2012/6/25	2012-06-25	Cyanophyta	Synechocystis	0.15070301000	Synechocystis
2012/6/25	2012-06-25	Cyanophyta	Synechocystis	0.00112245000	Synechocystis
2012/6/25	2012-06-25	Cyanophyta	Woronichinia naegeliana	0.02319784000	Woronichinia
2012/6/25	2012-06-25	Cyanophyta	Woronichinia naegeliana	0.01496638000	Woronichinia
2012/6/25	2012-06-25	Miscellaneous		0.00192102000	
2012/7/10	2012-07-10	Chlorophyta	Monoraphidium capricornutum	0.00165379000	Monoraphidium
2012/7/10	2012-07-10	Chlorophyta	Oocystis parva	0.01135228000	Oocystis
2012/7/10	2012-07-10	Chlorophyta	Quadrigula lacustris	0.00039910000	Quadrigula
2012/7/10	2012-07-10	Chlorophyta	Sphaerocystis schroeteri	0.01156491000	Sphaerocystis
2012/7/10	2012-07-10	Chrysophyta	Chromulina	0.00149664000	Chromulina
2012/7/10	2012-07-10	Chrysophyta	Erkenia subaequiciliata	0.00512272000	Erkenia
2012/7/10	2012-07-10	Cryptophyta	Cryptomonas erosa	0.00228443000	Cryptomonas
2012/7/10	2012-07-10	Cyanophyta	Chroococcaceae	0.01881020000	
2012/7/10	2012-07-10	Cyanophyta	Anabaena mendotae	0.04111966000	Anabaena
2012/7/10	2012-07-10	Cyanophyta	Aphanizomenon flos-aquae	0.00685328000	Aphanizomenon
2012/7/10	2012-07-10	Cyanophyta	Aphanocapsa delicatissima	0.02693954000	Aphanocapsa
2012/7/10	2012-07-10	Cyanophyta	Aphanothece nidulans	0.12106166000	Aphanothece
2012/7/10	2012-07-10	Cyanophyta	Cyanocatena planctonica	0.01072572000	Cyanocatena
2012/7/10	2012-07-10	Cyanophyta	Cyanogranis ferruginea	0.00410379000	Cyanogranis
2012/7/10	2012-07-10	Cyanophyta	Lyngbya lagerheimia	0.00026607000	Lyngbya
2012/7/10	2012-07-10	Cyanophyta	Merismopedia warmingiana	0.02234998000	Merismopedia
2012/7/10	2012-07-10	Cyanophyta	Microcystis aeruginosa	0.11995276000	Microcystis
2012/7/10	2012-07-10	Cyanophyta	Microcystis flos-aquae	0.12350178000	Microcystis
2012/7/10	2012-07-10	Cyanophyta	Pseudanabaena mucicola	0.00133035000	Pseudanabaena
2012/7/10	2012-07-10	Cyanophyta	Synechococcus sp. 1	0.02359532000	Synechococcus
2012/7/10	2012-07-10	Cyanophyta	Synechocystis	0.15964127000	Synechocystis
2012/7/10	2012-07-10	Cyanophyta	Synechocystis	0.00374150000	Synechocystis
2012/7/10	2012-07-10	Cyanophyta	Woronichinia naegeliana	0.01097532000	Woronichinia
2012/7/23	2012-07-23	Bacillariophyta	Cyclotella ocellata	0.01662931000	Cyclotella
2012/7/23	2012-07-23	Chlorophyta	Chlamydomonas	0.01170171000	Chlamydomonas
2012/7/23	2012-07-23	Chlorophyta	Monoraphidium capricornutum	0.00264606000	Monoraphidium
2012/7/23	2012-07-23	Chlorophyta	Oocystis parva	0.00119731000	Oocystis
2012/7/23	2012-07-23	Chlorophyta	Selenastrum minutum	0.00214206000	Selenastrum
2012/7/23	2012-07-23	Chrysophyta	Chromulina	0.00119731000	Chromulina
2012/7/23	2012-07-23	Chrysophyta	Erkenia subaequiciliata	0.00640340000	Erkenia
2012/7/23	2012-07-23	Cryptophyta	Rhodomonas minuta	0.00425710000	Rhodomonas
2012/7/23	2012-07-23	Cyanophyta	Chroococcaceae	0.01641617000	
2012/7/23	2012-07-23	Cyanophyta	Anabaena mendotae	0.00599662000	Anabaena
2012/7/23	2012-07-23	Cyanophyta	Aphanizomenon flos-aquae	0.01267857000	Aphanizomenon
2012/7/23	2012-07-23	Cyanophyta	Aphanocapsa delicatissima	0.06305864000	Aphanocapsa
2012/7/23	2012-07-23	Cyanophyta	Aphanothece nidulans	0.40409222000	Aphanothece
2012/7/23	2012-07-23	Cyanophyta	Cyanocatena planctonica	0.03485809000	Cyanocatena
2012/7/23	2012-07-23	Cyanophyta	Cyanogranis ferruginea	0.01005524000	Cyanogranis
2012/7/23	2012-07-23	Cyanophyta	Cylindrospermopsis raciborskii	0.00299831000	Cylindrospermopsis
2012/7/23	2012-07-23	Cyanophyta	Lyngbya limnetica	0.00681801000	Lyngbya
2012/7/23	2012-07-23	Cyanophyta	Merismopedia warmingiana	0.00189203000	Merismopedia
2012/7/23	2012-07-23	Cyanophyta	Microcystis aeruginosa	0.16194731000	Microcystis
2012/7/23	2012-07-23	Cyanophyta	Pseudanabaena mucicola	0.00159642000	Pseudanabaena
2012/7/23	2012-07-23	Cyanophyta	Synechococcus sp. 1	0.01538825000	Synechococcus
2012/7/23	2012-07-23	Cyanophyta	Synechocystis	0.11352268000	Synechocystis
2012/7/23	2012-07-23	Cyanophyta	Synechocystis	0.00007483000	Synechocystis
2012/7/23	2012-07-23	Cyanophyta	Woronichinia naegeliana	0.00299327000	Woronichinia
2012/7/23	2012-07-23	Miscellaneous		0.00549885000	
2012/7/23	2012-07-23	Pyrrhophyta	Gymnodinium sp. 3	0.00319283000	Gymnodinium
2012/8/6	2012-08-06	Bacillariophyta	Synedra filiformis	0.00152703000	Synedra
2012/8/6	2012-08-06	Chlorophyta	Chlamydomonas	0.03017228000	Chlamydomonas
2012/8/6	2012-08-06	Chlorophyta	Monoraphidium capricornutum	0.00066152000	Monoraphidium
2012/8/6	2012-08-06	Chlorophyta	Oocystis parva	0.01915696000	Oocystis
2012/8/6	2012-08-06	Chlorophyta	Quadrigula lacustris	0.00047892000	Quadrigula
2012/8/6	2012-08-06	Chrysophyta	Chromulina	0.01496641000	Chromulina
2012/8/6	2012-08-06	Chrysophyta	Erkenia subaequiciliata	0.00128068000	Erkenia
2012/8/6	2012-08-06	Cryptophyta	Cryptomonas erosa	0.00456885000	Cryptomonas
2012/8/6	2012-08-06	Cryptophyta	Rhodomonas minuta	0.00283807000	Rhodomonas
2012/8/6	2012-08-06	Cyanophyta	Chroococcaceae	0.01812619000	
2012/8/6	2012-08-06	Cyanophyta	Aphanocapsa delicatissima	0.09401125000	Aphanocapsa
2012/8/6	2012-08-06	Cyanophyta	Aphanothece nidulans	0.17666985000	Aphanothece
2012/8/6	2012-08-06	Cyanophyta	Chroococcus minutus	0.00356907000	Chroococcus
2012/8/6	2012-08-06	Cyanophyta	Cyanocatena planctonica	0.04719262000	Cyanocatena
2012/8/6	2012-08-06	Cyanophyta	Lyngbya lagerheimia	0.00039406000	Lyngbya
2012/8/6	2012-08-06	Cyanophyta	Lyngbya limnetica	0.00186248000	Lyngbya
2012/8/6	2012-08-06	Cyanophyta	Merismopedia tenuissima	0.00425710000	Merismopedia
2012/8/6	2012-08-06	Cyanophyta	Merismopedia warmingiana	0.01272717000	Merismopedia
2012/8/6	2012-08-06	Cyanophyta	Microcystis aeruginosa	0.01986649000	Microcystis
2012/8/6	2012-08-06	Cyanophyta	Synechococcus sp. 1	0.01231060000	Synechococcus
2012/8/6	2012-08-06	Cyanophyta	Synechocystis	0.06385651000	Synechocystis
2012/8/20	2012-08-20	Bacillariophyta	Aulacoseira ambigua	0.05628254000	Aulacoseira
2012/8/20	2012-08-20	Bacillariophyta	Aulacoseira granulata	0.00963742000	Aulacoseira
2012/8/20	2012-08-20	Bacillariophyta	Nitzschia gracilis	0.00179597000	Nitzschia
2012/8/20	2012-08-20	Chlorophyta	Chlorococcaceae	0.00059866000	
2012/8/20	2012-08-20	Chlorophyta	Chlamydomonas	0.00274942000	Chlamydomonas
2012/8/20	2012-08-20	Chlorophyta	Monoraphidium capricornutum	0.00033076000	Monoraphidium
2012/8/20	2012-08-20	Chlorophyta	Oocystis parva	0.00567613000	Oocystis
2012/8/20	2012-08-20	Chlorophyta	Scenedesmus abundans	0.00283807000	Scenedesmus
2012/8/20	2012-08-20	Chrysophyta	Chromulina	0.00119731000	Chromulina
2012/8/20	2012-08-20	Chrysophyta	Erkenia subaequiciliata	0.01024544000	Erkenia
2012/8/20	2012-08-20	Cryptophyta	Cryptomonas erosa	0.08429065000	Cryptomonas
2012/8/20	2012-08-20	Cryptophyta	Rhodomonas minuta	0.00851420000	Rhodomonas
2012/8/20	2012-08-20	Cyanophyta	Chroococcaceae	0.01265413000	
2012/8/20	2012-08-20	Cyanophyta	Anabaena circinalis	0.01921018000	Anabaena
2012/8/20	2012-08-20	Cyanophyta	Aphanizomenon gracile	0.00140732000	Aphanizomenon
2012/8/20	2012-08-20	Cyanophyta	Aphanizomenon issatschenkoi	0.00093821000	Aphanizomenon
2012/8/20	2012-08-20	Cyanophyta	Aphanocapsa delicatissima	0.05476599000	Aphanocapsa
2012/8/20	2012-08-20	Cyanophyta	Aphanothece nidulans	0.03986596000	Aphanothece
2012/8/20	2012-08-20	Cyanophyta	Cyanocatena planctonica	0.04068101000	Cyanocatena
2012/8/20	2012-08-20	Cyanophyta	Cyanogranis ferruginea	0.00492455000	Cyanogranis
2012/8/20	2012-08-20	Cyanophyta	Cylindrospermopsis raciborskii	0.04689466000	Cylindrospermopsis
2012/8/20	2012-08-20	Cyanophyta	Lyngbya lagerheimia	0.00159641000	Lyngbya
2012/8/20	2012-08-20	Cyanophyta	Lyngbya limnetica	0.03525412000	Lyngbya
2012/8/20	2012-08-20	Cyanophyta	Merismopedia tenuissima	0.00141903000	Merismopedia
2012/8/20	2012-08-20	Cyanophyta	Merismopedia warmingiana	0.05004388000	Merismopedia
2012/8/20	2012-08-20	Cyanophyta	Microcystis aeruginosa	0.04824717000	Microcystis
2012/8/20	2012-08-20	Cyanophyta	Synechococcus sp. 1	0.01077178000	Synechococcus
2012/8/20	2012-08-20	Cyanophyta	Synechocystis	0.04966617000	Synechocystis
2012/8/20	2012-08-20	Cyanophyta	Synechocystis	0.00179592000	Synechocystis
2012/9/4	2012-09-04	Bacillariophyta	Nitzschia palea	0.00532138000	Nitzschia
2012/9/4	2012-09-04	Bacillariophyta	Synedra filiformis	0.00762231000	Synedra
2012/9/4	2012-09-04	Chlorophyta	Chlorococcaceae	0.00239462000	
2012/9/4	2012-09-04	Chlorophyta	Chlamydomonas	0.00839601000	Chlamydomonas
2012/9/4	2012-09-04	Chlorophyta	Monoraphidium capricornutum	0.00082689000	Monoraphidium
2012/9/4	2012-09-04	Chlorophyta	Mougeotia	0.00299328000	Mougeotia
2012/9/4	2012-09-04	Chlorophyta	Oocystis lacustris	0.01233590000	Oocystis
2012/9/4	2012-09-04	Chlorophyta	Oocystis parva	0.00119731000	Oocystis
2012/9/4	2012-09-04	Chlorophyta	Quadrigula lacustris	0.00133035000	Quadrigula
2012/9/4	2012-09-04	Chlorophyta	Scenedesmus opoliensis	0.00141903000	Scenedesmus
2012/9/4	2012-09-04	Chlorophyta	Selenastrum minutum	0.00107103000	Selenastrum
2012/9/4	2012-09-04	Chrysophyta	Chromulina	0.00149664000	Chromulina
2012/9/4	2012-09-04	Chrysophyta	Erkenia subaequiciliata	0.01472782000	Erkenia
2012/9/4	2012-09-04	Cryptophyta	Cryptomonas erosa	0.06192755000	Cryptomonas
2012/9/4	2012-09-04	Cryptophyta	Rhodomonas minuta	0.01986647000	Rhodomonas
2012/9/4	2012-09-04	Cyanophyta	Chroococcaceae	0.00487355000	
2012/9/4	2012-09-04	Cyanophyta	Aphanizomenon flos-aquae	0.00851421000	Aphanizomenon
2012/9/4	2012-09-04	Cyanophyta	Aphanizomenon issatschenkoi	0.00505965000	Aphanizomenon
2012/9/4	2012-09-04	Cyanophyta	Aphanocapsa delicatissima	0.04586677000	Aphanocapsa
2012/9/4	2012-09-04	Cyanophyta	Aphanocapsa holsatica	0.01164051000	Aphanocapsa
2012/9/4	2012-09-04	Cyanophyta	Aphanothece nidulans	0.06076339000	Aphanothece
2012/9/4	2012-09-04	Cyanophyta	Chroococcus minutus	0.00074832000	Chroococcus
2012/9/4	2012-09-04	Cyanophyta	Cyanocatena planctonica	0.06719434000	Cyanocatena
2012/9/4	2012-09-04	Cyanophyta	Cyanogranis ferruginea	0.00369341000	Cyanogranis
2012/9/4	2012-09-04	Cyanophyta	Cylindrospermopsis raciborskii	0.00246945000	Cylindrospermopsis
2012/9/4	2012-09-04	Cyanophyta	Lyngbya lagerheimia	0.00583688000	Lyngbya
2012/9/4	2012-09-04	Cyanophyta	Lyngbya limnetica	0.01064276000	Lyngbya
2012/9/4	2012-09-04	Cyanophyta	Merismopedia tenuissima	0.00141903000	Merismopedia
2012/9/4	2012-09-04	Cyanophyta	Merismopedia warmingiana	0.00008869000	Merismopedia
2012/9/4	2012-09-04	Cyanophyta	Microcystis aeruginosa	0.05794391000	Microcystis
2012/9/4	2012-09-04	Cyanophyta	Synechococcus sp. 1	0.01192589000	Synechococcus
2012/9/4	2012-09-04	Cyanophyta	Synechocystis	0.03192825000	Synechocystis
2012/10/1	2012-10-01	Bacillariophyta	Aulacoseira ambigua	0.09578482000	Aulacoseira
2012/10/1	2012-10-01	Bacillariophyta	Aulacoseira granulata	0.07782517000	Aulacoseira
2012/10/1	2012-10-01	Bacillariophyta	Cyclotella meneghiniana	0.17241268000	Cyclotella
2012/10/1	2012-10-01	Bacillariophyta	Nitzschia fruticosa	0.01445613000	Nitzschia
2012/10/1	2012-10-01	Bacillariophyta	Nitzschia gracilis	0.00868050000	Nitzschia
2012/10/1	2012-10-01	Bacillariophyta	Stephanodiscus niagarae	7.49855480000	Stephanodiscus
2012/10/1	2012-10-01	Bacillariophyta	Stephanodiscus parvus	0.03177862000	Stephanodiscus
2012/10/1	2012-10-01	Bacillariophyta	Synedra delicatissima	0.01143347000	Synedra
2012/10/1	2012-10-01	Bacillariophyta	Synedra ulna	0.07114160000	Synedra
2012/10/1	2012-10-01	Chlorophyta	Chlorococcaceae	0.01247197000	
2012/10/1	2012-10-01	Chlorophyta	Ankistrodesmus convolutus	0.00187823000	Ankistrodesmus
2012/10/1	2012-10-01	Chlorophyta	Ankistrodesmus falcatus	0.00119731000	Ankistrodesmus
2012/10/1	2012-10-01	Chlorophyta	Carteria globulosa	0.00851421000	Carteria
2012/10/1	2012-10-01	Chlorophyta	Chlamydomonas	0.01569816000	Chlamydomonas
2012/10/1	2012-10-01	Chlorophyta	Closterium moniliferum	0.01105678000	Closterium
2012/10/1	2012-10-01	Chlorophyta	Dictyosphaerium ehrenbergianum	0.02128552000	Dictyosphaerium
2012/10/1	2012-10-01	Chlorophyta	Dispora crucigenioides	0.00912898000	Dispora
2012/10/1	2012-10-01	Chlorophyta	Micractinium pusillum	0.02689425000	Micractinium
2012/10/1	2012-10-01	Chlorophyta	Monomastix astigmata	0.00089798000	Monomastix
2012/10/1	2012-10-01	Chlorophyta	Monoraphidium arcuatum	0.00100409000	Monoraphidium
2012/10/1	2012-10-01	Chlorophyta	Monoraphidium capricornutum	0.00471330000	Monoraphidium
2012/10/1	2012-10-01	Chlorophyta	Oocystis parva	0.00733352000	Oocystis
2012/10/1	2012-10-01	Chlorophyta	Pyramichlamys dissecta	0.00214165000	Pyramichlamys
2012/10/1	2012-10-01	Chlorophyta	Scenedesmus abundans	0.00033259000	Scenedesmus
2012/10/1	2012-10-01	Chlorophyta	Scenedesmus bijuga	0.00089798000	Scenedesmus
2012/10/1	2012-10-01	Chlorophyta	Scenedesmus serratus	0.00039910000	Scenedesmus
2012/10/1	2012-10-01	Chlorophyta	Selenastrum minutum	0.02016053000	Selenastrum
2012/10/1	2012-10-01	Chlorophyta	Sphaerocystis schroeteri	0.00079821000	Sphaerocystis
2012/10/1	2012-10-01	Chrysophyta	Chromulina	0.01010233000	Chromulina
2012/10/1	2012-10-01	Chrysophyta	Erkenia subaequiciliata	0.03361785000	Erkenia
2012/10/1	2012-10-01	Cryptophyta	Chroomonas	0.00106428000	Chroomonas
2012/10/1	2012-10-01	Cryptophyta	Cryptomonas erosa	0.21870870000	Cryptomonas
2012/10/1	2012-10-01	Cryptophyta	Cryptomonas rostratiformis	0.05866820000	Cryptomonas
2012/10/1	2012-10-01	Cryptophyta	Rhodomonas minuta	0.01596413000	Rhodomonas
2012/10/1	2012-10-01	Cyanophyta	Chroococcaceae	0.01128612000	
2012/10/1	2012-10-01	Cyanophyta	Anabaena circinalis	0.00403014000	Anabaena
2012/10/1	2012-10-01	Cyanophyta	Anabaena mendotae	0.03801428000	Anabaena
2012/10/1	2012-10-01	Cyanophyta	Aphanizomenon flos-aquae	0.06385655000	Aphanizomenon
2012/10/1	2012-10-01	Cyanophyta	Aphanizomenon gracile	0.03991034000	Aphanizomenon
2012/10/1	2012-10-01	Cyanophyta	Aphanizomenon issatschenkoi	0.02469453000	Aphanizomenon
2012/10/1	2012-10-01	Cyanophyta	Aphanocapsa delicatissima	0.00525489000	Aphanocapsa
2012/10/1	2012-10-01	Cyanophyta	Aphanocapsa holsatica	0.00665173000	Aphanocapsa
2012/10/1	2012-10-01	Cyanophyta	Aphanothece nidulans	0.02132541000	Aphanothece
2012/10/1	2012-10-01	Cyanophyta	Chroococcus minutus	0.00718386000	Chroococcus
2012/10/1	2012-10-01	Cyanophyta	Cyanocatena planctonica	0.01669179000	Cyanocatena
2012/10/1	2012-10-01	Cyanophyta	Cyanogranis ferruginea	0.00133620000	Cyanogranis
2012/10/1	2012-10-01	Cyanophyta	Cylindrospermopsis raciborskii	0.01197310000	Cylindrospermopsis
2012/10/1	2012-10-01	Cyanophyta	Lyngbya lagerheimia	0.00374159000	Lyngbya
2012/10/1	2012-10-01	Cyanophyta	Lyngbya limnetica	0.06130227000	Lyngbya
2012/10/1	2012-10-01	Cyanophyta	Merismopedia warmingiana	0.00063192000	Merismopedia
2012/10/1	2012-10-01	Cyanophyta	Microcystis aeruginosa	0.01596414000	Microcystis
2012/10/1	2012-10-01	Cyanophyta	Pseudanabaena limnetica	0.01683718000	Pseudanabaena
2012/10/1	2012-10-01	Cyanophyta	Snowella litoralis	0.00703660000	Snowella
2012/10/1	2012-10-01	Cyanophyta	Synechococcus sp. 1	0.00461648000	Synechococcus
