Head	01	02	03	04	05	06	07	08	09	10	11	12
o__Pseudomonadales;f__Pseudomonadaceae	0	0	0	0	211.29508599791	137.846276715146	0	0	0	0	0	3089.03222210526
o__Pseudomonadales;f__UBA5518	0	0	0	0	0	0	608.78443316247	73.7000411277052	275.150327705084	0	0	0
o__Pyrinomonadales;f__	0	0	0	0	0	0	0	0	56.2462342234337	197.698574906548	0	0
o__RFN20;f__CAG-826	0	280.900566352918	0	0	247.48403924278	1528.19580675783	192.236590888465	100.425038697942	218.426629192799	201.017877496527	0	0
o__RFP12;f__	0	0	0	0	0	0	0	752.943354906862	194.732741543425	0	0	0
o__RFP12;f__UBA1067	0	0	0	0	0	0	0	247.230597938538	91.0367168747925	0	0	0
o__Reyranellales;f__	0	0	0	0	0	83.9809557622253	101.261024528071	66.8881046444631	73.5299742831155	338.203868064855	0	0
o__Reyranellales;f__Reyranellaceae	0	0	0	0	0	0	112.620321467493	112.694309757863	69.3146646305913	448.217537892563	759.45070000061	0
o__Rhizobiales;f__Anderseniellaceae	0	0	0	0	0	33.6150916854843	177.9325378183	705.43456357506	0	74.9924048366992	309.068043631595	0
o__Rhizobiales;f__Beijerinckiaceae	2504.91293661948	2302.0178717559	892.177857124596	311.90538627591	525.434570575627	1476.60861547955	958.979883380086	317.178083981173	459.986618031152	1995.53315043518	1984.40582244519	0
o__Rhizobiales;f__Devosiaceae	0	0	0	0	0	0	0	0	0	233.35246131078	0	0
o__Rhizobiales;f__Hyphomicrobiaceae	0	0	0	0	84.4457924556086	0	0	0	0	0	0	0
o__Rhizobiales;f__Labraceae	0	0	0	0	0	0	32.3695794864855	0	0	0	0	0
o__Rhizobiales;f__Rhizobiaceae	0	0	0	0	0	639.201700605417	0	0	0	198.550291432544	422.22158980075	0
o__Rhizobiales;f__Xanthobacteraceae	0	0	232.513916203831	0	601.688213633303	0	0	0	0	0	554.011462149682	0
o__Rhodobacterales;f__Rhodobacteraceae	5266.59021938279	1337.07876383135	4273.35468221636	911.935231692345	50.3553391937308	1365.748016789	1269.33936248602	1352.3340924026	523.278497008376	280.775199395607	3706.76585713635	1866.07046391519
o__Rhodospirillales;f__Magnetospirillaceae	0	0	0	0	0	0	29.1231482216379	0	0	0	0	0
o__Rhodospirillales;f__Rhodospirillaceae	0	0	0	0	0	81.516916777583	0	0	0	0	254.38973985696	0
o__Rhodospirillales;f__WMHbin7	0	0	0	0	0	0	0	43.3564816467383	0	0	0	0
o__Rickettsiales;f__	0	0	0	0	0	0	49.4602147193976	435.283445368716	7787.32521500675	171.248179740255	0	0
o__Rickettsiales;f__Midichloriaceae	0	0	0	0	0	0	0	141.655589138274	0	0	0	0
o__Rickettsiales;f__Rickettsiaceae	0	0	330.519844869052	0	0	0	0	162.44782566725	408.543023006636	363.955289251952	94.7176327399348	0
o__Rickettsiales;f__UBA1997	0	0	0	0	53.0259995324075	100.079635697483	47.8977271078155	382.19873447802	0	405.999754502681	0	0
o__Rickettsiales;f__UBA3002	0	0	0	0	0	278.099470860192	0	84.92024071815	503.609548088486	0	336.02978888798	0
o__Rickettsiales;f__UBA4311	0	0	0	0	0	0	0	96.3327609401198	0	0	0	0
o__Rickettsiales;f__UBA6187	0	0	0	0	0	0	0	46.240825224984	0	0	0	0
o__Rickettsiales;f__UBA998	0	0	0	0	0	0	0	0	0	584.649021824896	0	0
o__S15B-MN24;f__UBA4093	0	0	0	0	0	0	109.337344280341	31.7901522601438	0	0	0	0
o__SBR1031;f__A4b	0	0	0	0	0	0	0	285.185716476036	0	0	0	0
o__SG8-24;f__GWF2-40-263	0	0	0	0	0	0	0	264.316386053301	0	0	0	0
o__SG8-24;f__UBA9934	0	0	0	0	0	0	0	0	0	13649.5553831194	0	0
o__SHNJ01;f__	0	0	0	0	0	0	74.6390627925201	968.918365189048	504.242003519225	0	0	0
o__SS1-B-03-39;f__UBA6053	0	0	0	0	0	0	0	91.4802271945952	0	0	0	0
o__SW-4-49-11;f__SW-4-49-11	0	0	0	0	0	0	122.425557817452	1428.96169488138	3334.14328573503	150.317821758013	0	0
o__SZUA-149;f__SZUA-149	0	0	0	0	0	0	68.9559534332483	0	0	0	0	0
o__Saccharimonadales;f__Saccharimonadaceae	0	0	0	0	0	9527.14094303523	0	0	0	0	222.650172765804	0
o__Silvanigrellales;f__Silvanigrellaceae	0	0	0	0	0	115.494418938022	671.722562045733	55.7141026390473	1780.3983696178	1047.26016669999	0	0
o__Solibacterales;f__Solibacteraceae	0	0	0	0	0	0	247.106529172839	0	240.358369229275	0	0	0
o__Solirubrobacterales;f__	0	0	0	0	0	0	0	0	0	366.689596067986	0	0
o__Solirubrobacterales;f__70-9	0	0	0	0	0	458.989678560032	785.500144497125	177.674710947283	338.702828261047	743.781768710255	477.205821591275	0
o__Solirubrobacterales;f__Solirubrobacteraceae	0	0	339.111209796543	125.549926112827	260.907971483634	0	0	0	90.7596677070953	169.645657167558	0	0
o__Sphingobacteriales;f__	0	415.429688558748	950.381734740564	0	263.269653359351	138.42911403105	438.747646840597	1268.93102439004	261.613989148059	203.0017235261	113.540178398147	1724.86858875799
o__Sphingobacteriales;f__Sphingobacteriaceae	2602.5119258842	513.678849199551	1229.79365392142	361.755571793769	2008.75046654868	28595.371244026	1066.34301008653	102.067378143265	606.597421384482	884.627521582825	1739.41124469236	0
o__Sphingomonadales;f__Sphingomonadaceae	49796.2626322959	12593.4830333413	8384.94157616651	7290.76537538544	3935.64014832693	12067.1778307116	8111.5100487597	9304.50354711441	6254.20836183869	5869.14758452479	18671.7010409339	42618.3743361537
o__Steroidobacterales;f__Steroidobacteraceae	6316.62496311708	379.905007664702	0	201.004809552148	529.941419334772	1659.38150167478	6197.29800493896	7150.12630103574	7158.39525526356	3903.8821311933	915.311221802318	1775.70830040395
o__Synechococcales_A;f__Cyanobiaceae	0	0	0	0	0	0	44.9948962096933	266.576087423206	224.014767744148	119.017111757672	0	0
o__Synergistales;f__Aminobacteriaceae	0	0	0	0	0	0	0	0	0	0	348.559534452112	0
o__Thermoflexales;f__J036	0	0	0	0	78.2190963347036	0	39.0319008374148	123.231226839443	0	0	0	0
o__UBA1018;f__	0	0	0	0	0	0	322.36145284089	62.2001863391026	0	0	0	0
o__UBA1018;f__UBA1018	0	0	0	0	0	0	0	1467.70251176891	0	0	0	0
o__UBA1113;f__	0	0	0	0	0	0	0	0	0	74.3898505626583	0	0
o__UBA1113;f__UBA1113	0	0	0	0	0	0	0	0	0	112.815566808152	0	0
o__UBA11236;f__UBA11236	0	0	0	216.907936069801	0	0	0	0	0	0	0	0
o__UBA11346;f__UBA11346	0	0	0	0	287.937694371317	140.984881864619	44.6716134645325	0	0	0	0	0
o__UBA1135;f__	0	0	0	0	0	0	0	159.829688467313	339.153282883772	150.258870037996	312.305523593654	0
o__UBA1135;f__GCA-002686595	0	0	0	0	0	122.527513655523	593.304659845553	6722.69478130254	4028.67972825667	1776.8651225522	568.991006050848	0
o__UBA1135;f__GCA-2683825	0	0	0	0	0	0	0	190.52749188045	495.281320125609	216.59999200425	0	0
o__UBA1161;f__	0	0	0	0	0	0	0	59.7505242756926	0	0	0	0
o__UBA1280;f__UBA6156	0	0	0	0	0	0	116.457200984873	0	0	0	0	0
o__UBA1301;f__UBA1301	0	0	0	4073.03785812487	657.536289190153	4209.68069132387	481.319708695709	425.260089415535	1097.07801531213	622.207145835806	2549.91253451387	12736.6610728136
o__UBA1400;f__PJMF01	0	0	0	0	0	0	0	999.714288979434	1660.22785052457	0	0	0
o__UBA1400;f__Pacebacteraceae	0	0	0	0	0	0	0	0	1536.03828562422	0	0	0
o__UBA1406;f__GWC2-37-13	0	0	0	0	0	0	0	703.472567587698	356.905212219858	0	0	0
o__UBA2361;f__	0	0	0	0	253.066664644793	0	71.816407546739	2146.15616850411	2273.37644695254	1705.25107999037	371.153871755122	0
o__UBA2361;f__J135	0	0	0	0	0	0	0	0	0	579.317813994436	0	0
o__UBA2361;f__UBA2361	0	0	0	635.443029080043	487.936658108165	709.711190106293	2821.70914488166	9238.05164738455	6060.23616170522	7625.06407369247	3330.02408514695	0
o__UBA2386;f__UBA2386	0	0	0	0	0	0	875.97113140288	736.054983938663	859.090620323148	185.581493045432	0	0
o__UBA2394;f__UBA2394	0	0	0	0	0	0	103.732470801614	59.23917039942	0	0	0	0
o__UBA2428;f__	0	0	0	0	0	0	0	547.825425594138	0	0	0	0
o__UBA2428;f__UBA2428	0	0	0	0	0	0	0	1375.72354165416	60.0165327091031	0	0	0
o__UBA2466;f__UBA2466	0	0	0	0	0	0	0	2460.31117076802	403.970333800553	0	0	0
o__UBA4248;f__	0	0	0	0	183.413814042913	80.5587392563375	0	0	94.0411699870601	0	0	0
o__UBA5158;f__	0	0	0	0	0	0	0	0	70.7616241681981	0	0	0
o__UBA6002;f__UBA6002	0	0	0	0	376.254090561689	0	0	0	0	0	0	0
o__UBA6184;f__	0	0	0	0	0	0	211.973969019434	0	0	0	0	0
o__UBA727;f__GCA-2721815	0	0	0	0	0	105.405428728753	111.396130443159	0	0	0	0	0
o__UBA7656;f__	0	0	0	0	0	0	0	0	0	177.197663279224	0	0
o__UBA7662;f__	0	0	0	0	0	605.286183608438	0	66.9349355817116	0	0	0	1431.59946416647
o__UBA7662;f__UBA7662	0	0	0	418.098153993349	4377.42385217928	447.034677797851	788.159968778693	1733.77288036043	800.368387576448	276.223118996339	111.278770785839	0
o__UBA7694;f__UBA7694	0	0	0	0	0	0	0	0	457.867918013689	0	0	0
o__UBA7916;f__	0	0	0	0	0	0	0	0	0	386.654275080701	0	0
o__UBA7916;f__UBA1515	0	0	0	0	0	0	0	0	535.194649744961	504.987201553019	0	0
o__UBA796;f__	0	0	0	0	0	0	0	47.2285986675336	0	0	0	0
o__UBA796;f__GCA-2862545	0	0	0	0	0	0	0	133.98953847262	58.0876074279353	0	0	0
o__UBA796;f__SXON01	697.249921183386	0	0	0	0	0	2186.12904107061	1512.07879309221	0	0	0	0
o__UBA796;f__UBA796	0	0	0	0	0	0	0	1158.21535174425	51.6182247130788	0	0	0
o__UBA7976;f__	0	0	0	0	0	0	0	36.4527376560796	66.1427221843904	0	0	0
o__UBA7976;f__UBA1532	0	0	0	0	0	0	0	520.441976162182	207.122538655394	0	0	0
o__UBA817;f__GCA-002719695	0	0	0	0	0	0	0	0	56.7301065335827	0	0	0
o__UBA8416;f__	0	0	0	0	0	0	138.33023905231	1329.78725821899	62.4044796067241	0	0	0
o__UBA9042;f__UBA9042	0	0	0	0	0	0	318.870814620192	632.208623277826	0	0	0	0
o__UBA9160;f__UBA4427	0	0	0	0	0	0	0	218.85492195257	76.0482237064775	0	0	0
o__UBA9570;f__XYC2-FULL-38-9	0	0	0	0	0	0	0	0	0	99.547217276834	0	0
o__UBA9983;f__GCA-2401445	0	0	0	0	0	0	0	0	197.680631856349	0	0	0
o__UBA9983;f__Taylorbacteraceae	0	0	0	0	0	0	0	88.9066341287633	0	0	0	0
o__UBA9983;f__UBA11359	0	0	0	0	0	0	0	0	9089.165068334	746.723127105213	0	0
o__UBA9983;f__UBA2163	0	0	0	0	0	0	0	0	174.64780830319	0	0	0
o__Uhrbacterales;f__GWF2-40-263	0	0	0	0	0	0	0	62.2715721643733	0	0	0	0
o__Vampirovibrionales;f__	0	0	0	0	0	396.739311469747	705.008915853017	1058.81591898522	3988.29800292477	0	0	0
o__Vampirovibrionales;f__Vampirovibrionaceae	0	0	0	0	0	0	0	0	71.4572306492394	0	0	0
o__Verrucomicrobiales;f__	0	0	0	0	791.57558939969	360.098055030593	117.674191771268	162.125160262811	0	0	356.200705987141	0
o__Verrucomicrobiales;f__Akkermansiaceae	14185.9359999944	12247.1549460863	15264.3926907898	5893.16356682682	12376.6506965745	10033.6092328635	2788.02244165273	3319.96183757083	3346.77117418342	5062.66404561273	31463.3781311495	17591.295563356
o__Verrucomicrobiales;f__DEV007	0	0	0	0	0	422.283793539722	1344.68993238263	1106.26788681098	1551.13014855515	515.344587621261	386.51385833727	0
o__Verrucomicrobiales;f__V1-33	742.020657947631	0	5963.48347297053	2623.5439328772	1783.09819158659	3310.36135356317	1656.93322739311	309.889959196756	0	552.904297113862	1698.4517815248	0
o__Verrucomicrobiales;f__Verrucomicrobiaceae	0	0	0	614.121345284933	2513.84973157335	1835.80511975479	5219.33799360416	6610.33202834858	3801.53093948394	2863.69741500824	3782.90498188994	0
o__Vicinamibacterales;f__UBA2999	0	0	0	0	0	0	112.502504467359	652.536895741459	715.159544002241	439.220633832179	0	0
o__Vicinamibacterales;f__Vicinamibacteraceae	0	0	0	0	0	0	318.512136864458	268.381756288224	325.154128682072	111.857904617952	0	0
o__Xanthomonadales;f__Xanthomonadaceae	0	0	0	0	10012.3742315224	8026.62439647939	4434.03094502061	1083.54141602	2745.58235565992	11209.7532341583	8940.15674865243	0
