Head	Spring	Clearwater	Early Summer	Late Summer	Fall	Ice-on
o__Flavobacteriales;f__Schleiferiaceae	874.8140908	874.6922639	445.2478784	155.2824832	4515.088681	87.57669267
o__Flavobacteriales;f__TMED113	114.3418057	169.426958	15.56527442	25.26113317	183.2568112	11.35803377
o__Flavobacteriales;f__UA16	3127.463544	981.2556102	628.8714856	89.23180421	2025.397473	182.9732486
o__Flavobacteriales;f__UBA10066	22.4270589	152.3707731	21.14885557	10.28645681	89.74034922	13.93660646
o__Flavobacteriales;f__UBA10329	0	4.067626747	24.10739646	0	0	0
o__Flavobacteriales;f__UBA7312	6.864173288	20.61095389	14.81883103	0	52.5222325	0
o__Flavobacteriales;f__UBA7430	9.75647195	0	0	0	0	0
o__Flavobacteriales;f__Vicingaceae	0	4.255823362	0	0	19.60671434	0
o__Flavobacteriales;f__Weeksellaceae	870.4580049	499.5830134	259.6779768	151.8265171	1314.140811	499.8182369
o__Francisellales;f__Francisellaceae	339.1806262	600.8496744	246.2622456	29.75944495	329.5755265	47.83640158
o__Fusobacteriales;f__Fusobacteriaceae	0	8.069600835	0	0	70.85177715	0
o__Fusobacteriales;f__Leptotrichiaceae	0	0	0	8.211640765	0	0
o__Ga0077536;f__Ga0077536	351.4020442	198.3276809	53.89514966	19.8511685	312.827263	46.59976942
o__Ga0077560;f__Ga0077560	0	0	22.7443348	4.818267855	5.575644044	5.448582404
o__Gaiellales;f__F1-60-MAGs149	83.3494814	88.2558446	126.638307	28.86792095	1196.731512	204.2713565
o__Gastranaerophilales;f__Gastranaerophilaceae	17.43418205	0	0	0	4.249571264	0
o__GCA-002687715;f__CAIWVZ01	0	0	0	0	12.2628031	0
o__GCA-002705445;f__GCA-002705445	13.95977322	16.10884698	0	0	13.21095668	0
o__GCA-002705445;f__GCA-002716945	127.9789704	140.4530842	39.36459774	54.77852398	216.6594372	49.36111898
o__GCA-2400775;f__GCA-2400775	0	0	0	7.238886261	32.72279626	0
o__GCA-2716485;f__AAA071-K20	0	4.999335467	0	0	0	0
o__GCA-2717565;f__GCA-2717565	0	0	0	0	12.62330056	0
o__Gemmatales;f__Gemmataceae	28.63298043	478.0134769	935.2069675	375.5843533	2083.522314	537.1863577
o__Gemmatimonadales;f__Gemmatimonadaceae	319.6464756	571.7715511	123.5842605	76.63104082	849.9376012	369.5490028
o__Geobacterales;f__Pseudopelobacteraceae	109.5984036	27.65364868	36.44675491	24.79768913	488.2554113	26.89207372
o__GW2011-AR5;f__GCA-2688965	171.0884936	117.0075308	4.640084407	0	96.23006708	15.80128709
o__GWA2-44-7;f__GWA2-44-7	6.05071308	0	0	0	0	4.816388546
o__GWA2-44-7;f__UBA10165	0	0	0	0	118.4291992	0
o__GWA2-44-7;f__UBA8517	28.24505969	316.8550386	19.9408368	37.40455985	135.1232237	0
o__Halobacteriales;f__Halalkalicoccaceae	8.138877161	0	0	0	0	0
o__Halobacteriales;f__Haloarculaceae	37.37333335	37.33766182	0	0	110.6107501	0
o__Halobacteriales;f__Haloferacaceae	154.8473912	291.9674134	111.1401385	58.03300253	764.2008665	138.2050217
o__Halobacteriales;f__Natrialbaceae	0	6.407432243	0	0	5.941106086	0
o__Halobacteriales;f__UBA12382	0	0	0	0	54.45503586	0
o__Haloplasmatales;f__Haloplasmataceae	13.87493163	15.37607258	0	0	4.660572326	0
o__Helarchaeales;f__HEL-GB-A	3.352210375	5.788596095	25.47955553	0	0	0
o__Helarchaeales;f__RDOG01	0	0	0	0	10.99942954	0
o__HIMB59;f__GCA-002718135	8.490034191	36.36085519	65.1443925	15.04014484	168.7658247	0
o__HIMB59;f__HIMB59	9.300259366	4.759426869	2.946467782	0	33.53165292	0
o__Holophagales;f__Holophagaceae	0	0	0	0	6.191448778	0
o__Holosporales;f__Holosporaceae	0	28.92748481	8.96801679	0	34.13217346	0
o__Holosporales;f__VGCF01	0	0	42.24594	0	23.0912344	0
o__Hydrogenedentiales;f__WGMK01	0	0	0	0	51.47057775	0
o__Ignavibacteriales;f__Ignavibacteriaceae	0	0	0	0	24.14032233	0
o__IMCC26256;f__PALSA-555	0	0	0	0	30.77931909	0
o__Isosphaerales;f__Isosphaeraceae	22.89238133	115.2272239	122.9446113	17.72082071	200.0750507	293.7572465
o__Izemoplasmatales;f__Izemoplasmataceae	1740.122102	3571.420327	561.6937648	133.277909	2453.645406	475.5580486
o__Izemoplasmatales;f__UBA1188	289.7732501	25.59212691	7.5879716	7.010485492	36.21985929	4.989733847
o__Izemoplasmatales;f__UBA5603	427.3809573	1076.241882	400.6253271	125.98323	1569.720502	88.94256851
o__J045;f__J045	0	0	0	0	29.25276505	0
o__JABABF01;f__JABABF01	38.98811729	4.636205955	0	0	13.85148228	0
o__JACMRA01;f__JACMRA01	21.88673553	2.697208872	32.21077852	0	14.07051945	0
o__Kapabacteriales;f__Kapabacteriaceae	0	114.9884436	17.18858231	0	1146.046017	0
o__Kapabacteriales;f__NICIL-2	0	0	0	0	3.711441411	0
o__Kapabacteriales;f__UBA2268	22.05190698	3.053841048	0	0	85.97380225	0
o__Kapabacteriales;f__UBA4661	0	33.17844466	7.743745658	0	40.28844681	0
o__Kapabacteriales;f__UBA961	4340.1092	6002.410152	799.0590396	406.8855072	3454.327993	531.756158
o__Kiloniellales;f__CECT-8803	0	20.12192163	0	0	0	0
o__Kiritimatiellales;f__Pontiellaceae	0	0	0	0	45.32779005	0
o__Lachnospirales;f__Anaerotignaceae	0	0	0	0	9.321605484	0
o__Lachnospirales;f__Cellulosilyticaceae	26.41327509	0	10.09456861	0	110.9138292	9.322589084
o__Lachnospirales;f__Defluviitaleaceae	0	0	0	0	0	7.949161334
o__Lachnospirales;f__JAAYNZ01	0	18.44113377	5.783068964	0	21.35327385	0
o__Lachnospirales;f__Lachnospiraceae	1538.735225	1509.294433	844.0311187	278.9185248	2930.418088	517.8829361
o__Lachnospirales;f__UBA5962	0	35.11580065	0	0	52.5809701	0
o__Lachnospirales;f__Vallitaleaceae	0	0	0	0	49.08458006	0
o__Lachnospirales;f__WRAX01	0	0	7.689903012	0	0	0
o__Lachnospirales;f__WRBF01	0	0	0	0	28.19367603	0
o__Lactobacillales;f__Aerococcaceae	63.84940024	176.2021939	102.5569235	16.3484811	353.6031313	27.74749349
o__Lactobacillales;f__Carnobacteriaceae	130.0936505	80.57938143	81.66490338	34.47629136	422.28492	51.67926554
o__Lactobacillales;f__Enterococcaceae	2988.065309	2489.009785	1018.796972	414.5960116	4077.332662	398.9551058
o__Lactobacillales;f__Lactobacillaceae	8864.855312	10313.91653	4553.512446	2017.471119	12310.00226	2331.187938
o__Lactobacillales;f__Streptococcaceae	3208.566516	5006.366641	2270.740631	722.0818084	11801.34056	574.2518268
o__Lactobacillales;f__Vagococcaceae	77.4656613	9.359643346	24.72307231	0	75.41722353	12.32636083
o__LD1-PB3;f__CAIQIC01	0	15.93175216	72.20585064	0	84.21716455	0
o__Legionellales;f__Legionellaceae	1460.515001	1926.914907	623.7427098	433.2289397	4302.825872	572.2312869
o__Leptolyngbyales;f__Leptolyngbyaceae	0	0	0	0	43.60994096	0
o__Leptospirales;f__Leptospiraceae	0	20.27553559	0	0	0	0
o__Levybacterales;f__UBA12049	8.793210024	0	0	0	0	0
o__Limnocylindrales;f__Limnocylindraceae	1121.880774	957.9033822	457.9527023	124.1719199	1059.770882	216.9972023
o__LLD-282;f__LLD-282	80.96927779	15.67880666	75.31519127	30.68846433	587.0626509	10.47952696
o__LZORAL124-64-63;f__LZORAL124-64-63	0	4.8138102	0	0	15.14990309	0
o__Magasanikbacterales;f__2-02-FULL-50-9b	0	0	0	0	4.765354488	0
o__Magasanikbacterales;f__UBA922	0	0	0	0	2.508809549	0
o__Magnetococcales;f__Magnetaquicoccaceae	0	0	0	0	27.91883585	0
o__MAG-NZ;f__MAG-NZ	0	0	7.543992192	0	27.96104398	0
o__Marinisomatales;f__TCS55	0	0	33.17799498	0	106.1284083	0
o__Mariprofundales;f__Mariprofundaceae	0	14.20348877	0	0	0	0
o__Methanobacteriales;f__Methanobacteriaceae	1784.314415	714.449269	241.8670033	145.6304854	722.9841125	177.4722606
o__Methanobacteriales;f__Methanothermaceae	0	0	0	0	2.884167554	0
o__Methanobacteriales;f__Methanothermobacteraceae	0	10.02315468	0	0	7.347803218	0
o__Methanobacteriales;f__Methanothermobacteraceae_A	0	14.65806932	15.81429843	0	8.355557453	0
o__Methanocellales;f__Methanocellaceae	25.16256167	0	4.604415233	0	102.9549139	0
o__Methanocellales;f__UBA148	14.31583051	10.81627384	21.87062569	4.509302978	43.59365563	8.247252385
o__Methanococcales;f__Methanocaldococcaceae	6.970279694	0	0	5.235631875	8.692191842	0
o__Methanococcales;f__Methanococcaceae	21.15776589	0	12.58154671	107.8699129	293.7169151	6.832603449
o__Methanofastidiosales;f__Methanofastidiosaceae	134.1538782	150.4459029	65.45172	23.79087155	233.3381876	26.04552989
o__Methanomassiliicoccales;f__JACIVX01	0	0	0	8.301169091	0	0
o__Methanomassiliicoccales;f__Methanomassiliicoccaceae	0	64.77123734	0	0	15.25676111	0
o__Methanomassiliicoccales;f__Methanomethylophilaceae	9.853813176	13.90542039	24.90736252	0	0	0
o__Methanomethylicales;f__Methanomethylicaceae	0	0	0	0	10.3517003	0
o__Methanomicrobiales;f__Methanoculleaceae	13.60521358	3.800432304	0	0	3.954764274	138.8193284
o__Methanomicrobiales;f__Methanosphaerulaceae	0	0	24.81338901	0	6.31703101	0
o__Methanosarcinales;f__Methanoperedenaceae	508.9255014	205.8900959	0	21.93852036	25.43179962	21.98289161
o__Methanosarcinales;f__Methanosarcinaceae	0	30.41117781	22.70733825	24.09455125	55.90808328	0
o__Methanotrichales;f__Methanotrichaceae	0	11.54107948	0	60.85166546	0	9.649957764
o__Methylacidiphilales;f__UBA3015	38.91241287	24.98208771	6.363809842	16.66317179	902.341241	22.36178433
o__Methylococcales;f__Cycloclasticaceae	4.773327191	0	0	0	4.101179636	0
o__Methylococcales;f__Methylococcaceae	40.2347839	116.5959878	1633.443993	178.0676096	1186.526383	56.50620445
o__Methylococcales;f__Methylomonadaceae	2227.916245	2565.477146	11590.29872	1554.958236	9273.630643	850.1002331
o__MGIII;f__CG-Epi1	68.32253962	407.9984057	0	0	1557.961251	0
o__Micavibrionales;f__Micavibrionaceae	0	20.83162753	45.50078748	16.95088403	823.9823398	0
o__Micavibrionales_A;f__RFNS01	28.53785706	0	56.08437642	0	3776.362626	0
o__Micavibrionales_A;f__UBA9219	0	3.958117578	0	0	0	0
o__Micropepsales;f__Micropepsaceae	411.3841714	513.487384	14.26005084	0	459.0522169	12.56667135
o__Miltoncostaeales;f__Miltoncostaeaceae	0	0	17.73669371	0	2.94084744	0
o__ML615J-28;f__CAG-313	323.0155685	254.3910451	134.9941742	32.50248	337.1527378	63.17824975
o__ML615J-28;f__CAG-698	266.8738259	183.7856328	85.1198277	65.93456702	499.193207	47.69149026
o__Monoglobales;f__Firm-18	0	72.99151321	0	0	32.34720572	0
o__Monoglobales_A;f__UBA1381	0	0	0	0	9.764662688	0
o__MPNO01;f__UBA2964	0	0	0	0	6.244723365	0
o__Mycobacteriales;f__Micromonosporaceae	0	4.892492191	8.168332895	40.50030401	422.7885719	0
o__Mycobacteriales;f__Mycobacteriaceae	6007.846984	16111.63928	7102.452969	1184.16129	55317.5446	2251.461181
o__Mycobacteriales;f__Nakamurellaceae	0	0	0	0	14.36535861	0
o__Mycobacteriales;f__Pseudonocardiaceae	0	15.34029286	0	0	169.8056428	0
o__Mycoplasmatales;f__Metamycoplasmataceae	16.68468833	61.59031719	27.52663288	8.808232063	115.4474379	0
o__Mycoplasmatales;f__Mycoplasmataceae	1992.76781	556.634007	262.2966998	606.6063686	535.6564037	1076.433349
o__Mycoplasmatales;f__Mycoplasmoidaceae	5.330848207	0	0	0	222.3799327	0
o__Mycoplasmatales;f__VBWQ01	0	3.594635147	3.630687857	0	0	0
o__Myxococcales;f__Myxococcaceae	0	4.90171781	0	0	584.4915547	0
o__Nannocystales;f__Nannocystaceae	0	0	0	0	30.4454088	0
o__Nanopelagicales;f__AcAMD-5	592.8057752	824.51324	418.1581494	114.1571524	3642.387101	87.72689609
o__Nanopelagicales;f__GCA-2699445	0	0	0	0	41.20084511	0
o__Nanopelagicales;f__Nanopelagicaceae	7168.744518	7737.892122	6845.175403	1896.757355	24773.65125	2464.320931
o__Nanopelagicales;f__S36-B12	115.1144881	350.7238935	151.4731993	112.5000614	1427.872846	275.5344288
o__Nanopelagicales;f__UBA12327	8.9777734	0	136.2039175	13.0877972	4.165572509	41.22039323
o__Nanopelagicales;f__UBA5976	864.5541475	563.1609138	70.30297435	5.875086299	380.086934	20.68043565
o__Nanosalinales;f__Nanosalinaceae	6.61813452	8.027266974	0	10.57736194	59.56710306	63.87548892
o__Nautiliales;f__Nautiliaceae	0	0	0	0	3.986076936	0
o__Neosynechococcales;f__Neosynechococcaceae	0	0	0	0	10.3336138	0
o__Nevskiales;f__Nevskiaceae	285.2833147	19.31948118	14.87317619	0	3.073366976	0
o__Nevskiales;f__Oceanococcaceae	0	0	0	0	40.9865147	0
o__Nevskiales;f__Salinisphaeraceae	0	24.54162709	9.309166284	0	0	0
o__Nitrococcales;f__Nitrococcaceae	0	0	0	0	137.305008	0
o__Nitrosococcales;f__Methylophagaceae	20.60828324	26.01409937	24.16525015	0	57.38556665	10.46592921
o__Nitrososphaerales;f__Nitrosopumilaceae	0	7.877641055	6.176459719	0	8.514874009	0
o__Nitrososphaerales;f__Nitrososphaeraceae	67.05852575	24.18557581	17.42795971	14.09186119	467.5758364	0
o__Nitrososphaerales;f__UBA213	0	0	0	0	95.19802768	0
o__Nitrospirales;f__Nitrospiraceae	9.40481058	17.62568509	0	17.23286016	93.98648014	52.99479212
o__NS11-12g;f__UBA9320	191.0452237	261.7582769	107.9751206	22.68031113	212.1237346	35.95025207
o__NS11-12g;f__UBA955	974.7167524	1522.51856	665.9259497	202.6428026	1904.977343	170.120536
o__NS11-12g;f__UKL13-3	790.9523555	971.5424872	425.3917937	152.2063279	2758.026789	86.57448404
o__Obscuribacterales;f__Obscuribacteraceae	37.93087605	95.11583678	104.1634138	35.21304504	1252.863649	0
o__Oligoflexales;f__Bog-1112	0	0	0	0	26.48247856	0
o__Oligoflexales;f__CAIMVM01	0	0	3.853567428	0	0	0
o__Oligoflexales;f__RGVZ01	403.6499708	73.81977944	293.009729	49.6877947	1627.675158	27.38523252
o__Opitutales;f__DSM-45221	0	0	0	0	20.10848336	0
o__Opitutales;f__MB11C04	125.6707586	104.5420573	42.10404743	0	484.40523	0
o__Opitutales;f__Opitutaceae	729.4692469	1196.044575	977.0155927	448.4380991	5157.654622	267.5619662
o__Opitutales;f__UBA953	18317.54296	28463.26916	4424.1924	1309.245594	9523.093148	3350.958355
o__Oscillospirales;f__Acutalibacteraceae	46.72820101	31.32029651	102.1557316	0	174.3636594	16.19240807
o__Oscillospirales;f__Butyricicoccaceae	0	40.92322457	0	0	67.11761328	0
o__Oscillospirales;f__CAG-272	0	0	4.450614104	0	27.18651755	0
o__Oscillospirales;f__Ethanoligenenaceae	6.718460732	0	0	0	0	8.496091652
o__Oscillospirales;f__Oscillospiraceae	273.1145641	118.2166931	29.09062869	4.863309949	377.8763384	268.6605006
o__Oscillospirales;f__Ruminococcaceae	28.18472315	82.3629581	32.87513982	0	100.2109388	0
o__Oscillospirales;f__UBA1758	0	0	15.2340515	0	0	0
o__Pacearchaeales;f__GW2011-AR1	0	0	0	0	0	7.737932083
o__Pacearchaeales;f__UBA73	0	0	0	0	189.9131932	0
o__Paceibacterales;f__UBA5633	0	5.480049076	2.253917154	10.64484107	0	0
o__Paenibacillales;f__Paenibacillaceae	550.3016822	1016.830391	484.2092757	386.2885609	3419.849658	170.5454985
o__Palsa-1439;f__Palsa-1439	0	17.61137138	0	0	41.3023894	0
o__Paracaedibacterales;f__UBA11393	26.93775872	0	643.5900528	14.77213715	365.6968812	625.4830644
o__Paracaedibacterales;f__VGCI01	0	0	0	0	3.695315779	0
o__Parvibaculales;f__Parvibaculaceae	13.36864041	0	0	0	222.1414323	0
o__PCC-6307;f__Cyanobiaceae	9198.896032	35682.61635	7436.671298	1287.711442	176675.5727	2760.32365
o__PCC-9006;f__Prochlorotrichaceae	0	0	0	20.44454993	37.01199839	0
o__Pedosphaerales;f__BJHT01	0	86.45561898	10.21982856	0	61.19222712	0
o__Pedosphaerales;f__CAIMTB01	0	0	0	0	54.69122948	0
o__Pedosphaerales;f__CAIYYI01	0	0	0	0	12.31698158	0
o__Pedosphaerales;f__NGM72-4	0	0	0	0	10.01224944	0
o__Pedosphaerales;f__SXQI01	0	86.58085784	338.1799221	0	248.6988968	0
o__Pedosphaerales;f__SXTU01	2.706252697	2.252499856	13.58182772	7.367321595	285.4636498	4.84184386
o__Pedosphaerales;f__UBA1096	0	16.54753716	0	0	52.16217637	0
o__Pedosphaerales;f__UBA11358	291.7586616	766.8144314	768.4974392	55.07782848	3915.232422	68.82628394
o__Pedosphaerales;f__UBA3939	0	11.70209099	0	0	0	0
o__Pedosphaerales;f__UBA8199	0	22.64792875	0	0	16.5354916	0
o__Pedosphaerales;f__UBA9464	235.7774367	898.9326642	145.9140422	25.13299439	2052.756546	46.5222701
o__Pelagibacterales;f__AG-422-B15	6.930907182	21.68343167	10.54851937	12.30677738	121.9600562	0
o__Pelagibacterales;f__Pelagibacteraceae	5316.775572	2394.264681	1532.781261	588.5409045	13125.35576	200.8006459
o__Peptostreptococcales;f__Acidaminobacteraceae	11.46164857	42.0487295	3.689117972	0	91.33938703	0
o__Peptostreptococcales;f__Anaerovoracaceae	7.396111192	0	0	0	68.00467542	0
o__Peptostreptococcales;f__Natronincolaceae	12.07302015	0	12.52343819	0	434.3162899	0
o__Peptostreptococcales;f__Peptostreptococcaceae	98.78241449	106.9968951	113.5383263	39.16278701	199.5851298	166.7823544
o__Peribacterales;f__Peribacteraceae	0	0	0	0	38.36579963	0
o__PHBI01;f__PHBI01	0	0	0	0	11.68475241	0
o__Phormidesmiales;f__Phormidesmiaceae	5.947375693	0	41.06011552	0	7067.264252	0
o__Phycisphaerales;f__SM1A02	1097.657407	1347.270956	1622.141893	1541.228566	21757.49121	3532.277023
o__Phycisphaerales;f__UBA1924	0	51.05326284	62.42404956	0	813.5875277	0
o__Pirellulales;f__Ga0077529	0	3.744388794	6.517550481	0	10.34733946	0
o__Pirellulales;f__Pirellulaceae	563.54369	10606.10342	4191.516436	113.4314346	41417.71109	610.5897852
o__Pirellulales;f__PLA5	0	0	0	0	25.41077167	0
o__Pirellulales;f__Thermoguttaceae	0	0	0	0	2.664399051	0
o__Pirellulales;f__UBA1268	510.8772469	1911.173795	4265.254296	407.98598	48615.32063	872.3252746
o__Piscirickettsiales;f__Piscirickettsiaceae	0	0	0	0	4.437999665	0
o__PIVX01;f__PIVX01	55.33745396	211.8848067	16.25848295	17.61956756	182.1686781	75.68113261
o__PIWD01;f__PIWD01	43.22261025	10.75855874	74.96654295	15.89998304	53.1214372	0
o__Planctomycetales;f__Planctomycetaceae	343.0952137	528.1363729	441.0452985	35.26223369	7728.313504	765.6382011
o__Planctomycetales;f__UBA10511	0	0	34.88979456	0	1916.920199	0
o__Polyangiales;f__Ga0077539	0	9.794572694	85.72644661	0	532.5580064	0
o__Polyangiales;f__JADJMO01	8.115253992	0	12.5530071	0	0	0
o__Polyangiales;f__JADJQN01	0	0	0	0	15.95693544	0
o__Polyangiales;f__Polyangiaceae	83.35073902	0	36.4136439	0	1563.792896	0
o__Polyangiales;f__Sandaracinaceae	0	50.58657061	4.212653006	0	496.2010041	0
o__Polyangiales;f__SG8-38	0	0	0	0	107.1684226	0
o__Poseidoniales;f__Poseidoniaceae	24.26645116	43.0577713	85.17749077	75.93232965	539.6768042	9.269020285
o__Poseidoniales;f__Thalassarchaeaceae	38.30457848	144.8823547	532.15524	33.89995351	2566.067754	9.319829752
o__Promineofilales;f__Promineofilaceae	121.1897337	157.0766369	0	0	187.8043805	47.20325765
o__Propionibacteriales;f__Kribbellaceae	0	11.57997629	0	0	7.157787366	0
o__Propionibacteriales;f__Nocardioidaceae	3.679590808	0	0	0	0	0
o__Propionibacteriales;f__Propionibacteriaceae	486.6535868	54.99935372	21.48724315	0	1823.061223	35.64870409
o__PS1;f__Thioglobaceae	6443.592026	9653.564795	4400.989	1627.167442	10535.5514	1274.876144
o__Pseudanabaenales;f__Pseudanabaenaceae	220.5866731	6275.160856	7218.769134	22.19027883	8547.072084	76.7694348
o__Pseudomonadales;f__Alcanivoracaceae	0	5.786104939	0	0	36.81302176	0
o__Pseudomonadales;f__Cellvibrionaceae	394.6211992	1720.163498	370.9324276	175.0810691	2496.555404	69.46832539
o__Pseudomonadales;f__Halieaceae	310.1650782	208.565583	143.2670529	47.5502534	946.0053189	32.1972253
o__Pseudomonadales;f__Halomonadaceae	571.879233	476.6408748	59.05890469	50.69704496	835.7124269	170.9936653
o__Pseudomonadales;f__HTCC2089	1413.584435	1144.091024	351.6778683	111.4031697	2067.603399	664.1910305
o__Pseudomonadales;f__Ketobacteraceae	0	0	3.93498772	22.10796973	0	0
o__Pseudomonadales;f__Litoricolaceae	263.3982582	72.08435964	70.70894416	0	192.1725268	67.91264983
o__Pseudomonadales;f__Marinomonadaceae	686.1650593	723.4580832	548.5219328	387.4339422	1954.606247	135.455839
o__Pseudomonadales;f__Moraxellaceae	8040.820252	5416.682764	4029.297129	1934.298708	15457.3353	1545.995484
o__Pseudomonadales;f__Nitrincolaceae	184.5441255	107.8290574	87.72612718	15.03669312	144.141441	45.35797986
o__Pseudomonadales;f__Oleiphilaceae	182.593284	99.359536	22.61127755	19.17282831	378.3846009	43.61564035
o__Pseudomonadales;f__Porticoccaceae	729.540921	972.7420918	300.8560487	155.9462846	1158.008947	113.4136539
o__Pseudomonadales;f__Pseudohongiellaceae	5537.166411	5227.262974	1684.754845	1650.500095	15857.24592	1528.468066
o__Pseudomonadales;f__Pseudomonadaceae	4353.262108	5737.573243	1487.712585	1575.375119	12133.37969	517.2893441
o__Pseudomonadales;f__Saccharospirillaceae	30.23189017	13.01688568	36.93279157	0	10.63532669	0
o__Pseudomonadales;f__Spongiibacteraceae	3.795648933	9.851165533	14.76678601	0	93.20420981	41.64178889
o__Pseudomonadales;f__UBA5518	0	7.593808458	0	0	68.87054244	0
o__Puniceispirillales;f__AAA536-G10	61.02842226	31.84872901	26.95246846	24.74203251	215.2480251	0
o__Puniceispirillales;f__Puniceispirillaceae	16.77595231	70.86220521	96.6069024	0	131.8484407	30.64293134
o__QZLD01;f__QZLD01	7.615018227	0	0	0	15.80530444	0
o__RBC074;f__RBC074	0	0	12.55382784	0	6.212446596	0
o__RBG-16-64-13;f__RBG-16-64-13	0	0	0	0	5.103233148	0
o__RBG-16-68-12;f__RBG-16-68-12	18.02051298	9.977453169	0	10.63932425	187.7441436	21.48124441
o__REDH01;f__REDH01	46.99604748	47.29519132	43.46831952	10.02535529	50.22589125	20.57619102
o__Reyranellales;f__Reyranellaceae	11.00145537	25.72327662	1846.315728	34.7918472	754.0189829	21.48371646
o__RF39;f__UBA660	1006.162035	1441.617696	1064.952214	151.1816893	3354.526821	488.273974
o__RFN20;f__CAG-288	0	0	4.534103836	0	24.67223243	4.903308848
o__RFN20;f__CAG-449	6.241350575	87.01804537	0	0	0	5.64939799
o__RFN20;f__CAG-631	0	0	0	0	0	6.157398884
o__RFN20;f__CAG-826	735.9350237	712.4777456	161.8455673	77.57070277	629.9299959	75.44487681
o__RFN20;f__UBA1709	12.08146992	59.090518	0	3.699985537	15.92548713	0
o__RFP12;f__JAAYNR01	0	0	0	0	1079.950231	0
o__RFP12;f__UBA1067	12.23803545	24.33172329	2.109668944	8.893629426	371.0164616	0
o__RGZZ01;f__RGZZ01	0	0	0	0	12.73363046	0
o__Rhizobiales;f__Aestuariivirgaceae	21.11408924	116.5893799	615.7712431	6.199793574	688.3266626	35.01227585
o__Rhizobiales;f__Afifellaceae	0	4.11570368	0	0	0	0
o__Rhizobiales;f__Ancalomicrobiaceae	0	4.36682911	0	0	0	0
o__Rhizobiales;f__Beijerinckiaceae	264.2811217	361.7965558	3135.101046	308.2682508	3011.775563	60.24761284
o__Rhizobiales;f__Devosiaceae	12.10319324	71.89006302	0	6.810053036	958.9500926	4.55383445
o__Rhizobiales;f__Hyphomicrobiaceae	4.783475889	191.2697224	12.94320913	11.49984674	456.8184355	12.18273793
o__Rhizobiales;f__Kaistiaceae	0	0	259.6811784	0	0	0
o__Rhizobiales;f__Labraceae	0	0	0	0	11.29994428	0
o__Rhizobiales;f__Rhizobiaceae	965.083741	3689.136233	827.282132	356.5687592	9009.638869	349.032972
o__Rhizobiales;f__Stappiaceae	199.1080541	81.06013034	145.9521692	44.5667589	475.1986412	33.5576821
o__Rhizobiales;f__Xanthobacteraceae	580.1877197	297.7552573	348.1905049	145.1834627	1799.241372	123.8822791
o__Rhizobiales_A;f__Rhizobiaceae_A	928.6644412	1321.666539	465.8696861	213.334198	3300.768175	499.4737601
o__Rhizobiales_B;f__TMED25	62.6466163	25.87600653	240.0061003	22.51009437	270.3550404	32.07767472
o__Rhodobacterales;f__Rhodobacteraceae	3858.015409	12096.95861	2958.477109	1402.352014	25919.85467	2009.060981
o__Rhodospirillales;f__2-02-FULL-58-16	0	0	0	0	8.241113416	0
o__Rhodospirillales;f__2-02-FULL-58-16_A	0	6.737551546	0	0	0	0
o__Rhodospirillales;f__Casp-alpha2	7.846186075	0	12.47689362	0	13.56454322	0
o__Rhodospirillales;f__Magnetospirillaceae	0	3.645403878	0	0	278.1648826	4.752043014
o__Rhodospirillales;f__Rhodospirillaceae	0	4.865497727	0	0	3.40028239	0
o__Rhodospirillales;f__UXAT02	0	6.163724693	35.06494201	0	14.67739682	0
o__Rickettsiales;f__Anaplasmataceae	240.8479828	382.8015249	269.5877344	52.36864494	619.7012122	179.5361073
o__Rickettsiales;f__CAIJLX01	3.620384378	42.35964281	11.50341609	0	47.70999029	0
o__Rickettsiales;f__Deianiraeaceae	0	0	0	0	8.329614195	0
o__Rickettsiales;f__Midichloriaceae	0	26.45419178	25.37631641	20.60190246	58.53103426	18.57870359
o__Rickettsiales;f__RGZB01	8.693961777	7.138992724	9.385890274	0	861.6183022	3.39285836
o__Rickettsiales;f__RI-342	0	0	0	0	6.250767801	0
o__Rickettsiales;f__Rickettsiaceae	270.3145472	232.1381923	1252.694345	31.94271935	3979.894976	145.6198995
o__Rickettsiales;f__UBA1997	8.979080074	23.9894604	55.6685009	7.982963252	590.6556825	24.41042946
o__Rickettsiales;f__UBA3002	16.97861534	32.40898389	20.83236343	0	15.75586379	53.0640614
o__Rickettsiales;f__UBA6187	0	0	0	0	9.104663071	0
o__Rickettsiales;f__UBA998	0	133.766639	159.0849687	27.25356501	25.98903699	0
o__Rickettsiales_A;f__Deianiraeaceae	71.18144712	9.148440396	0	17.53222992	0	11.25510637
o__RKRP01;f__RKRP01	0	0	0	0	56.45694222	0
o__Rokubacteriales;f__GWA2-73-35	15.63761879	43.8943221	8.373325256	28.22766058	0	0
o__Rs-D84;f__CACZYB01	0	0	9.541242664	0	5.119247145	0
o__Rs-D84;f__Rs-D84	131.6030017	37.12313854	16.65385286	0	77.55097696	22.90724622
o__RUG11792;f__RUG11792	5.962232299	15.8775116	21.23492539	0	14.71183792	0
o__S15B-MN24;f__UBA4093	0	0	0	0	6.650220826	0
o__Saccharimonadales;f__2-12-FULL-41-12	0	0	0	0	5.205226888	0
o__Saccharimonadales;f__AWTP1-31	6.756911897	0	0	10.95424467	0	0
o__Saccharimonadales;f__CAIOMD01	86.13329712	133.4777176	265.8558317	68.34522481	160.0548911	3.675062187
o__Saccharimonadales;f__OMJO01	0	4.989837596	0	0	0	0
