Head	1	2	3	4	5	6	7	8	9	10	11	12
o__Synechococcales_A;f__Cyanobiaceae	0	0	0	0	0	0	38.1501219	83.9026566	72.76277563	0	0	0
o__Thermoflexales;f__J036	0	0	0	0	0	0	12.62726211	267.1855222	25.25002423	0	0	0
o__UBA1018;f__UBA1018	0	0	0	0	0	0	0	14.27035379	0	0	0	0
o__UBA1113;f__UBA1113	0	0	0	0	0	0	0	0	0	4.052292949	0	0
o__UBA11346;f__UBA11346	0	0	0	0	50.8459037	480.0324469	89.39504434	5.567457262	0	0	0	0
o__UBA1135;f__	0	0	0	0	0	0	0	75.83964143	92.27101955	49.83486017	0	0
o__UBA1135;f__GCA-002686595	0	0	0	0	0	0	17.72977226	2216.375977	637.3221797	36.86267815	0	0
o__UBA1301;f__UBA1301	0	4.057655581	0	0	21.72915722	63.0606945	21.3259996	165.20172	72.41227986	8.447332242	16.38471387	0
o__UBA1400;f__PJMF01	0	0	0	0	0	0	0	15.53078061	0	28.63090867	0	0
o__UBA1406;f__GWC2-37-13	0	0	0	0	0	0	0	47.22300299	40.84974375	13.77453669	0	0
o__UBA2361;f__J135	0	0	0	0	0	0	0	0	0	2.658048997	0	0
o__UBA2361;f__UBA2361	0	0	0	33.99159516	275.9458204	29.0130798	402.6233136	434.767745	238.4647862	402.5230912	82.32353199	0
o__UBA2386;f__UBA2386	0	0	0	0	0	0	420.3542249	160.2040279	113.721655	43.83000149	0	0
o__UBA2428;f__UBA2428	0	0	0	0	0	0	0	11.68953121	0	0	0	0
o__UBA2466;f__UBA2466	0	0	0	0	0	0	0	90.95990933	0	0	0	0
o__UBA727;f__GCA-2721815	0	0	0	0	0	0	30.34779748	12.9552743	0	0	0	0
o__UBA7656;f__	0	0	0	0	0	0	0	0	0	12.35750088	0	0
o__UBA7662;f__	0	0	0	0	0	0	0	0	4.543570612	0	0	0
o__UBA7662;f__UBA7662	0	0	0	6.053150464	18.56327646	21.77862348	129.013543	244.3813002	80.33086646	13.94274511	0	0
o__UBA7694;f__UBA7694	0	0	0	0	0	0	0	0	3.800297259	0	0	0
o__UBA7916;f__	0	0	0	0	0	0	0	0	23.08241166	45.98271432	0	0
o__UBA7916;f__UBA1515	0	0	0	0	0	0	0	0	18.48398261	0	0	0
o__UBA796;f__	0	0	0	0	0	0	0	5.174243512	0	0	0	0
o__UBA796;f__GCA-2862545	0	0	0	0	0	0	0	50.81222777	106.3547562	0	0	0
o__UBA796;f__SXON01	9.41534394	0	0	0	0	4.807657366	295.2464532	227.534384	0	19.53332279	0	0
o__UBA796;f__UBA796	0	0	0	0	0	0	17.13695007	121.5226667	45.30115546	30.52403912	11.30192779	0
o__UBA7976;f__	0	0	0	0	0	0	43.84921641	181.1641852	55.52539131	4.846213743	0	0
o__UBA7976;f__UBA1532	0	0	0	0	0	0	4.957814074	141.9244192	81.38071119	15.50828432	0	0
o__UBA8416;f__	0	0	0	0	0	0	124.6263958	537.1019876	359.8166154	93.58288107	32.38821164	0
o__UBA9042;f__UBA9042	0	0	0	0	0	0	265.5314763	362.3794375	0	0	0	0
o__UBA9160;f__UBA4427	0	0	0	0	0	0	0	7.901166108	3.211504546	0	0	0
o__UBA9983;f__Taylorbacteraceae	0	0	0	0	0	0	0	0	13.30072374	0	0	0
o__UBA9983;f__UBA11359	0	0	0	0	0	0	0	0	22.86185429	0	0	0
o__UBA9983;f__UBA2163	0	0	0	0	0	0	0	5.877712075	0	0	0	0
o__Vampirovibrionales;f__	0	0	0	0	0	0	117.8939916	204.0894688	130.1289482	144.4146889	0	0
o__Verrucomicrobiales;f__	6.970448851	0	19.2273489	73.0989387	404.892777	803.3176459	197.1571778	30.09582622	12.06946226	6.274468494	22.15411326	7.831747211
o__Verrucomicrobiales;f__Akkermansiaceae	902.6980339	1270.911179	894.5849967	2867.426593	10688.76669	14602.4416	3984.383331	3885.675707	2713.226769	867.0959968	1861.791013	276.9401029
o__Verrucomicrobiales;f__DEV007	0	0	0	0	0	137.7540493	470.0939097	310.1248143	277.0328988	355.7917851	207.1323875	0
o__Verrucomicrobiales;f__V1-33	14.58692212	94.83574482	150.3349329	1117.090225	3080.983854	3334.909913	386.4658734	21.00010511	8.892599251	13.69210867	207.0661796	19.7604585
o__Verrucomicrobiales;f__Verrucomicrobiaceae	0	39.02877554	24.36760067	89.0610685	402.2808141	1376.435569	1441.829697	4693.853539	2119.477183	1596.826121	575.0392328	15.28243509
o__Vicinamibacterales;f__UBA2999	0	0	0	0	0	0	4.150305683	5.657880157	5.516355164	18.55769295	0	0
o__Vicinamibacterales;f__Vicinamibacteraceae	0	0	0	0	0	0	69.25677475	48.65745762	138.180876	18.19297013	0	0
o__Xanthomonadales;f__Xanthomonadaceae	0	0	0	0	58.66338502	1040.098169	399.8021845	450.7585275	374.5245903	311.4792866	29.28567575	0
Uo__;f__	449.5313006	526.4549961	290.8230993	914.0395271	2744.227196	8421.537781	6525.812627	8153.083835	5612.12186	3089.232652	1747.56516	181.1210683
Unclassified	137604.1026	290880.2228	154095.385	332746.602	1507815.024	2468714.469	2116520.62	3829756.439	1800851.152	961651.9561	568912.1517	46181.1066
