Head	K00001	K00003	K00008	K00010	K00012	K00014	K00019	K00023	K00031	K00033	K00034	K00036	K00055	K00058	K00059	K00060	K00065	K00066	K00067	K00074	K00101	K00121	K00122	K00130	K00134	K00137	K00162	K00208	K00227	K00231	K00252	K00259	K00261	K00265	K00273	K00274	K00281	K00285	K00286	K00290	K00297	K00303	K00320	K00355	K00368	K00390	K00406	K00422	K00432	K00450	K00456	K00459	K00463	K00472	K00480	K00499	K00500	K00505	K00507	K00508	K00528	K00542	K00566	K00568	K00570	K00588	K00595	K00600	K00602	K00606	K00609	K00613	K00615	K00616	K00619	K00621	K00635	K00640	K00643	K00647	K00648	K00655	K00657	K00658	K00677	K00694	K00698	K00709	K00721	K00737	K00748	K00750	K00763	K00764	K00765	K00789	K00790	K00793	K00796	K00797	K00798	K00799	K00812	K00817	K00820	K00821	K00823	K00826	K00830	K00831	K00832	K00833	K00845	K00852	K00855	K00858	K00859	K00860	K00861	K00865	K00872	K00873	K00891	K00952	K00954	K00955	K00956	K00957	K00958	K00963	K00966	K00968	K00969	K00973	K00978	K00979	K00983	K00991	K00992	K01006	K01007	K01011	K01027	K01046	K01047	K01051	K01054	K01055	K01061	K01069	K01082	K01091	K01092	K01103	K01113	K01115	K01117	K01127	K01135	K01176	K01179	K01183	K01184	K01186	K01218	K01233	K01243	K01251	K01255	K01256	K01259	K01270	K01425	K01431	K01432	K01438	K01443	K01455	K01458	K01460	K01476	K01478	K01480	K01491	K01495	K01500	K01505	K01506	K01560	K01565	K01578	K01579	K01581	K01586	K01589	K01590	K01591	K01596	K01598	K01601	K01609	K01610	K01611	K01613	K01619	K01620	K01623	K01626	K01627	K01628	K01630	K01637	K01638	K01640	K01647	K01652	K01654	K01658	K01662	K01666	K01674	K01689	K01698	K01709	K01710	K01711	K01724	K01728	K01730	K01734	K01735	K01737	K01738	K01749	K01750	K01754	K01755	K01756	K01758	K01771	K01775	K01776	K01779	K01783	K01784	K01790	K01791	K01792	K01795	K01808	K01822	K01834	K01835	K01840	K01843	K01845	K01854	K01856	K01858	K01874	K01885	K01886	K01895	K01897	K01904	K01905	K01911	K01912	K01914	K01915	K01916	K01921	K01923	K01924	K01933	K01938	K01939	K01940	K01945	K01950	K01951	K01952	K01953	K01955	K01956	K02078	K02108	K02114	K02115	K02133	K02169	K02170	K02284	K02294	K02371	K02372	K02377	K02433	K02434	K02437	K02439	K02446	K02472	K02473	K02492	K02500	K02510	K02527	K02536	K02564	K02609	K02613	K02618	K02626	K02629	K02691	K02692	K02703	K02706	K02841	K02843	K02844	K02847	K02849	K02858	K03077	K03148	K03149	K03153	K03183	K03269	K03270	K03271	K03272	K03273	K03274	K03275	K03280	K03331	K03392	K03517	K03526	K03636	K03639	K03781	K03782	K03801	K03809	K03841	K03897	K03921	K04034	K04042	K04073	K04091	K04103	K04110	K04487	K04516	K04517	K04618	K04719	K05275	K05350	K05366	K05383	K05396	K05535	K05606	K05714	K05921	K05928	K06016	K06041	K06131	K06167	K06211	K06445	K06447	K06606	K06720	K06859	K06879	K06881	K06896	K06920	K07104	K07251	K07258	K07260	K07404	K07806	K08081	K08093	K08094	K08256	K08281	K08289	K08310	K08352	K08678	K08679	K08680	K08964	K08965	K08967	K09007	K09020	K09251	K09457	K09458	K09471	K09474	K09673	K09758	K09882	K09883	K09953	K10011	K10012	K10026	K10674	K10946	K11175	K11381	K11717	K11752	K11987	K12256	K12351	K12373	K12405	K12448	K12449	K12450	K12452	K12453	K12454	K12660	K12710	K12960	K12972	K13010	K13015	K13017	K13018	K13019	K13020	K13038	K13057	K13061	K13273	K13308	K13309	K13310	K13311	K13313	K13317	K13327	K13379	K13381	K13497	K13500	K13522	K13566	K13668	K13677	K13745	K13789	K13832	K13953	K14170	K14187	K14260	K14266	K14273	K14274	K14286	K14335	K14340	K14379	K14628	K14652	K14656	K14940	K15234	K15359	K15372	K15633	K15634	K15736	K15894	K15895	K15896	K15913	K16011	K16044	K16050	K16066	K16148	K16150	K16371	K16435	K16437	K16649	K16842	K16870	K16881	K17230	K17398	K17462	K17716	K17717	K17828	K17865	K18013	K18062	K18333	K18372	K18430	K18431	K18534	K18653	K18911	K18912	K18983	K19002	K19064	K19200	K19221	K19222	K19267	K19285	K19286	K19355	K19548	K19551	K19569	K19645	K19668	K19853	K19856	K19872	K19873	K19969	K19982	K20035	K20370	K20547	K20811	K20844	K20967	K21029	K21064	K21140	K21147	K21164	K21195	K21224	K21328	K21344	K21345	K21480	K21681	K21749	K22081	K22226	K22227	K22292	K22316	K22516	K22622	K22769	K22842	K22899	K23083	K23144	K23159
Unclassified	426.866711841365	80.0337468265716	317.066538188263	497.13587363077	26379.878264278	1351.91000145979	94.1325577663453	9.37088982028078	0	1957.99697112226	107.055312604141	377.651827375818	219.869998039036	417.690603699706	10273.3678202777	0	407.308409948973	7.08434578461886	11108.8426506658	12.999186125604	0	690.436673620225	0	80.2804539867508	31.2028296728022	7.03759148823776	32.333960483586	0	861.775447809487	195.662574660227	67.980475884722	41.4963332258409	74.6588274510942	21.0650138022661	30.8781989230114	1002.81178093244	6.09037891065313	900.10845244534	0	68.87700916125	70.4231732916485	0	3.42342071511869	1533.60546117253	0	67555.8258308176	3.51842095111428	457.44877541721	21220.6027515438	66.7533354640547	86.2636142710172	0	11.7034157546765	8959.55828553753	78.1971156919317	420.176642464948	55.0007602926333	448.478405672148	10128.3066591067	1338.28128580001	51.3741613239143	1826.48545027986	39.8228965910914	28991.3018447995	35.040737878729	4060.59620942028	60.3769808377992	854.888775126471	307.910325499818	22.3251643282716	249.812841564782	9323.81484421016	624.548317635983	3307.01020136246	421.103287753583	2305.75873872747	589.433209938461	43.8890136557746	1236.33471945178	532.07075485262	79.446845215319	493.422570288119	266.238542051814	8.20338316687555	15748.141061204	206.9648012894	94.2412125872315	6174.77677122313	1119.50396396205	28650.3422078946	0	273.16528394714	29.9450778684713	4410.73317975887	19.518517021615	4457.90159021575	195.289082374214	12.013156633766	0	320.426482730827	8153.83005297879	0	1369.38271283946	449.611185115538	13941.7314422935	849.820894249364	71.8418623952804	12.2369929949957	14.2153735100797	0	0	152.253907762119	206.352497273119	3.89543710241332	610.479253480877	95.8757931628632	585.989440462947	41919.6831810386	9.61388133282075	41.9820536851742	0	0	294.592447110013	16806.8210901486	272.199965421012	8.4009111749532	9.01897344493516	1698.96734329551	66.2667473681495	10.6652117859817	2116.13297908551	120.214623825824	428.422140684341	12982.2918116004	676.349714744261	1274.74518248094	1052.58718901439	4.10960126356639	365.933099349938	4.62326452986322	232.08585758586	25.0488637526612	58.4274154987017	3942.59145099326	30.3141360351016	284.724596524259	0	381.002317928895	186.233728414363	8.58765906395371	14.2868847708325	124.05509185181	12.124061340491	12.1262395950915	220.806028610644	66.0407275751814	166.287347009166	7.54050875925812	7.8054779785449	183.127998482508	32.848180826453	80.5353261204912	1517.3541398626	435.380650465989	671.963476698114	841.25755977701	4574.69068257208	518.152229624494	283.88460262288	0	87.672101164747	3157.20202348985	35.365331239951	6.83979288209371	11.2231526839767	180.609160194079	8.75943130021128	0	512.479196865872	436.589607305019	10.2160551981177	291.206607666369	291.567454083018	820.588217419855	30625.4711388247	0	357.743694793906	184.090386219572	438.201030900303	132.558055658697	569.893060949413	115.772528739395	2978.99056387798	28.437952101511	264.567296134399	16.7606873091465	0	379.568778515674	37.0015982595558	1100.07877136759	0	70.5721773729036	223.982635869725	840.482369117351	1709.99443950539	0	14.7302660614165	88.1437966220883	3666.25540348667	5852.63042291495	0	101.424837298468	0	4.9363776356568	457.99754183529	2822.01512427037	1584.48656918262	0	116.8363013551	2852.79564444044	1713.62194757245	15.7589709241914	22.3998907890622	295.133659033193	50116.1584751355	47416.1326813972	3055.80948687527	0	39.0913037134536	4439.65441704383	852.651318939883	31754.7695318366	5580.32127089361	10.8036589968167	15.7589709241914	0	0	1312.48717905137	225.883084318933	45.122725220205	52.6938845808371	85.7612014933241	93.4676447562183	39.6005620801572	97660.8912928911	37587.3205674641	5830.23837941838	4.03775034753512	67.8540621462341	3715.02466877087	43.4865987069248	93.7504811352855	16.7315902953261	0	42.0308290420197	6.58513950072656	19236.4247387311	0	798.91710617569	5.53421802946728	155.390420068298	47.5809555345399	0	170.076648564094	88.1328785590997	7.40845612887115	451.998975672957	2215.13748874535	4.43659512332388	4709.87084490638	5117.49844943575	4.75921551993726	61.1736094319803	0	1285.29697655284	0	9776.72311348427	0	86.7981595453516	149.764710161654	844.172803941471	43.3932374515596	10278.5618324586	371.946395925539	7.82017299432833	5137.4258372592	6.04879105776713	0	0	4.60058774458062	1562.73012429559	78.591067232487	83.0639746713157	541.361172857448	13.8829134300121	0	33745.8305663902	9.65048415429671	21.0252513423841	113.209213408371	200.756195119708	0	429.354028048028	2642.45127129081	2276.26150867351	5.46071424257863	27.4238521775177	3.7520379407811	748.06927280689	24.826409298434	31.0090430651161	22.6639212723419	38.2248196461286	17.3750285787765	13.4984082598606	9.22961714475287	0	1942.49831876916	491.041780883158	13096.4386582621	37498.6750335067	1326.19526371032	64.4294432521859	9235.25509142007	57.2985902789266	227.956475264462	914.439507782753	0	436.743579847286	11123.1186067893	22505.9444537923	4598.54047508198	11573.9947317726	59102.5310790683	5687.47740888035	15582.129627247	986.719550239797	115.169845593724	22.1669106902108	27.6678945094039	119.891407449213	0	99.6193740332296	1603.42337499581	806.961181201282	794.256505297177	7.38875008040963	0	0	592.20279472225	702.226453029439	15276.354239013	500.669689533788	44.5321784200778	8041.50545550968	181.340949808532	19.9231920235509	1098.39962606754	237.944430906223	9.6786708820698	297.935083261337	14.1422524963432	50.9234599446324	4.19575403602913	0	3767.34984459609	440.643347228165	1208.77700713543	9.55202960402387	94.8714151721275	8.71094346291289	21.0851971698421	90.1301714225874	1531.45111577729	28.9745058118098	787.974146178157	496.064999542489	20.6183158115761	0	76.1670465359136	4076.68143518773	2127.3399968184	5580.12065738976	197.427716778382	32.5052376191043	18703.3552186617	4.97221995583005	0	0	69497.1014694609	3487.51665539067	253.297601539267	0	11.8875514833042	31.7559296199339	1953.95413797281	864.492464642069	0	34.4904752999312	67.0421445995121	2695.97706451753	3084.69421910693	0	36.9303649540998	1142.20590503194	545.333050911808	446.647710060782	49.8485834334971	44.3508154772778	903.238868264983	4212.15178601028	13.6213379695249	8731.41549451079	1513.36087233914	17.873501699508	3797.75235399529	8698.54128633884	6.4858955435335	649.122158673536	9.26783473865758	36017.6865230767	807.228276644414	10.201341564886	6086.05062520739	692.474568937503	130.221310509863	28.1097602934994	1913.76877612926	60.6358232899404	59.9691739696659	0	12.0740493064966	555.706867612896	5.12651989167536	11101.1823717247	18650.0993036787	31.4376079957309	1126.32701743336	8.45586651131573	3815.72728361749	18.5532565002938	0	16876.1414699102	132.96977694517	4612.59398386386	718.003118438291	25.5201074824912	22.8036722217646	8.32814794105266	9.13586089092939	9.6786708820698	538.437659185002	8.40234124298229	11.4717667697711	386.118108687148	17.0321550890827	0	3236.9696084017	81.4971876206853	197.505332586181	0	5.65913914097946	436.096379894733	7665.96057424179	20.8042769220411	74.4978270588362	1426.7239768702	0	182.171039381964	72.318283620536	208.237649097689	127.903454472864	34.6239444752189	0	36745.2344037034	21.7026122775097	87.1822349069317	0	9661.5607486992	9.92936467701202	98.4966806315551	0	896.400005254631	6.58592944455157	1167.95169275452	1447.66326457512	23.2206634091516	770.768712757671	0	1409.82165944238	4.38846259876066	861.796236880371	110.381043252452	258.025381404782	171.726884692445	14796.5862552324	14.1639655782883	0	3626.70391980506	6.48593107968986	12930.5963372688	19.898096392337	0	1498.2467158437	193.328324125766	0	19544.9308782349	86.7123675034008	11.7267411766713	11.2306353022732	1082.14672623368	2925.06123007703	10.8006300203387	150.905873867386	380.311792474409	921.928983473959	91.7612263959123	0	5.0224557445157	11.4970534465081	8.52062146042067	306.390313839902	73.8238380413971	20.6825458142629	75.4361053339254	0	6806.32289155633	30.239901257272	1135.22373296117	0	54.3951835439883	0	27.943148917633	103.094421784627	31.3557456498233	626.90852967175	532.864122462312	27.392370843628	2035.49933652683	2073.93105164497	40.9119586354029	657.463598678587	42.1346472895119	54.2437656920201	219.794489719473	5.79588838602556	141.658649000422	0	14.5911833027289	1116.22050213742	3002.11456077238	0	5379.58230908535	353.850462205781	12673.5812386434	15.9818354118275	2832.82031568167	0	305.665067770188	5068.96738221158	2432.20530440655	46.2457216025294	16470.6320119465	207.827898529625	666.849224749785	179.069544061106	792.832343718142	55294.9902842314	0	4295.61842200739	0	53.7980791282345	72.7800892273316	0	0	0	5666.448135214	153.058716258421
o__2-12-FULL-49-11;f__2-12-FULL-49-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57525190279634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__40CM-2-53-6;f__RBG-13-38-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0482789544149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28539689457676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31100503351147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57981860108697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0666350830006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28539689457676	0	0	0	0	0	0	0	0
o__;f__Bacillaceae_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.9262239321761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6951127901509	0	0	0	0	0	0	0	0	0	0	0	26.6744559034922	0	0	0	0	0	0	0	0	0	0	0	77.7839011495661	0	0	0	0	0	0	0	0	0	0	0	0	12.6951127901509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.7634934876939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6951127901509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3695686936431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6951127901509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__;f__CAIKAF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2523682941594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__AKYH767-A;f__2013-40CM-41-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.112247105035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8219125754076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.141472613347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8219125754076	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1490938487906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.376371891262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o__AKYH767;f__2-12-FULL-35-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57865541168601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
