K00012	0.0188461538461538	0.95674259602831
K00014	0.000384615384615385	1
K00033	0.00153846153846154	0.958333333333333
K00036	0.000384615384615385	0.833333333333333
K00055	0.000384615384615385	1
K00059	0.005	0.984615384615385
K00065	0.000769230769230769	0.784615384615385
K00067	0.00653846153846154	0.935294117647059
K00130	0.000384615384615385	0.8
K00227	0.000769230769230769	1
K00274	0.000384615384615385	1
K00285	0.000384615384615385	1
K00355	0.000384615384615385	1
K00390	0.0496153846153846	0.965631605350087
K00432	0.0107692307692308	0.979761904761905
K00472	0.00653846153846154	0.931436487638534
K00499	0.000384615384615385	1
K00507	0.00461538461538462	0.985008818342152
K00508	0.000769230769230769	0.9
K00542	0.00115384615384615	0.952380952380952
K00568	0.0226923076923077	0.952598657661102
K00588	0.00153846153846154	0.95
K00600	0.000769230769230769	1
K00609	0.000384615384615385	1
K00613	0.00576923076923077	0.963809523809524
K00615	0.000384615384615385	1
K00616	0.00307692307692308	0.958333333333333
K00621	0.00307692307692308	0.954166666666667
K00635	0.00115384615384615	0.933333333333333
K00640	0.000384615384615385	1
K00643	0.000384615384615385	0.8
K00647	0.000384615384615385	1
K00655	0.000384615384615385	1
K00677	0.00807692307692308	0.933862433862434
K00709	0.00653846153846154	0.945098039215686
K00721	0.00307692307692308	0.960294117647059
K00737	0.025	0.963916902495498
K00764	0.00269230769230769	0.976190476190476
K00789	0.00115384615384615	0.877777777777778
K00790	0.000384615384615385	1
K00797	0.000384615384615385	1
K00798	0.00346153846153846	0.937037037037037
K00812	0.000384615384615385	0.8
K00820	0.00730769230769231	0.951315789473684
K00821	0.000384615384615385	1
K00833	0.000384615384615385	1
K00855	0.000769230769230769	1
K00860	0.0207692307692308	0.959929576596243
K00952	0.00730769230769231	0.930675172780436
K00957	0.000769230769230769	0.844444444444444
K00966	0.00153846153846154	1
K00973	0.00615384615384615	0.995833333333333
K00978	0.000384615384615385	1
K00979	0.000769230769230769	1
K00983	0.000384615384615385	1
K00992	0.000384615384615385	1
K01046	0.00653846153846154	0.964892623716153
K01051	0.000769230769230769	0.916666666666667
K01055	0.000384615384615385	1
K01061	0.000769230769230769	1
K01113	0.000769230769230769	1
K01115	0.000384615384615385	1
K01184	0.00153846153846154	0.908333333333333
K01186	0.000384615384615385	1
K01218	0.000384615384615385	1
K01233	0.000384615384615385	1
K01243	0.00576923076923077	0.926031746031746
K01251	0.000384615384615385	1
K01270	0.00192307692307692	0.96
K01458	0.000384615384615385	1
K01460	0.000384615384615385	0.8
K01478	0.000384615384615385	1
K01495	0.02	0.95396571021571
K01578	0.000769230769230769	1
K01579	0.000384615384615385	1
K01581	0.00153846153846154	0.964285714285714
K01596	0.000384615384615385	1
K01601	0.000384615384615385	1
K01611	0.000769230769230769	1
K01619	0.00115384615384615	1
K01627	0.00461538461538462	0.946376811594203
